HP_1,HP_2,HP_3,HP_4,HP_5,HP_6
1.38140444627175,1.40372493559543,-0.402697547932497,1.9784644389102,-0.223339917730305,1.37975910420878
1.65979943477861,1.41064637845623,-0.429789904955153,1.99445413253392,0.39361778899133,1.36303107106914
1.75931811773333,1.4052794684353,-0.382052784224302,2.00172974526583,-0.437578163254421,1.37015116728199
2.24676423471616,1.40108219816233,-2.02959196337302,2.01153738418359,0.40103242190841,1.35849390777764
1.37716055683721,1.383201018585,0.366225080843237,1.99362779656099,-0.431081766300133,1.39138068159895
1.61112048481669,1.39976623068335,-1.51748008497698,2.00217522403617,1.26914945887602,1.36537489622355
1.59668373859007,1.3933436073005,-1.01946194884012,1.99679220441908,0.499928936915297,1.37692746846725
1.34254132586595,1.39063054243845,-1.07900375284879,1.99258975942794,0.927626912272559,1.37362110842251
2.54994725734997,1.39272995960931,-1.54192490181697,1.99134726586748,-0.797111646654979,1.38294415459789
1.94425211570832,1.40790618509133,-1.96989553697636,2.00837193118001,0.879502257679418,1.35727771667313
1.69865649287018,1.39265878218863,0.211601172669962,1.98595076774357,-0.244884468815806,1.38957343392562
1.86311090263312,1.37444785293063,0.111439517639855,1.99207129049429,-0.90530252533807,1.39483958444511
1.69405141321298,1.39751145086987,-0.453750738071127,2.00470037760901,0.285524037196934,1.3775539593608
2.20515197212534,1.39461262872179,-1.27800180752816,1.99679361679644,0.497480894081887,1.36938027211264
2.92277048884706,1.36427311610549,-0.690897362891329,1.98382407213,-1.92889069776701,1.39335348435673
1.38205205905945,1.39692131184457,-2.74545749426074,2.00498788834341,1.7613117015694,1.36696389585807
1.82757217030028,1.39806915407364,-1.83773271922578,1.99124133210334,0.491399075446537,1.37243293541942
0.496276299827277,1.38253339886417,1.02751799950364,1.99172709414361,-1.18997290994234,1.38868345828643
0.662402919109839,1.40570890925917,0.129463984154799,1.9871235662658,0.630531610255585,1.37868222893996
2.00824801877732,1.40011253685749,-0.220439869978907,1.99076593908642,-0.474522840970457,1.36853961929955
2.30530552446968,1.39569722337985,-1.05856400366139,1.98840616130877,-0.286670426513841,1.37314680933879
2.40578823759224,1.37048473989214,-0.928769101911847,1.99484612368376,-1.6091442198681,1.37474066390387
2.08370058016328,1.39931086709464,-0.487690983373438,2.01082812863526,-0.648796401041154,1.35745519901421
1.80782698854343,1.40057132836104,-1.41417364857599,2.00412940504709,0.454509766967655,1.36891224949249
2.11211107101822,1.41067603880385,-1.51870628989499,2.00516334327383,0.571589244521376,1.35950832483154
2.81573236927356,1.36676559740309,-1.59870351290651,1.99129700065535,-1.53880598790336,1.39711952277309
2.26807631831795,1.39248785350362,-1.49309239696042,1.99664449408377,0.245582118131168,1.36600518635212
1.6294424786774,1.38149627127609,-0.283029599227615,2.00249436678818,-1.02939594003471,1.38270558821337
1.69490105480482,1.40829826264938,-0.368682557226401,1.9986636123129,0.245513362909654,1.37299845453818
1.36256292887819,1.40802842726734,-0.918338327488137,2.00576526969303,0.85652120965864,1.36031798716065
2.15866087460259,1.3855871807595,0.318932286744345,1.99195030489405,-0.890008780542832,1.37505946932491
0.855610857187082,1.39926851786876,-0.694947002544258,2.00331763898661,0.830755866390455,1.38831857806657
1.90534840198375,1.39489062971641,0.632557800949144,1.98959578263958,-1.6692431100258,1.38064360534566
1.52346876307898,1.40977232593438,-1.78061648727195,2.01127717443274,1.41230635015871,1.35699177175654
1.88467605663514,1.3967862124992,-2.27545958026217,1.98493295436887,0.838537132186792,1.37610827949751
2.81128103173465,1.40023965864335,-2.46561956371625,2.00647822661597,0.22383737875121,1.38458553561993
1.4300949451654,1.39854678525376,-1.43384310825926,2.00006442949829,1.02631666054242,1.36349525513015
1.46142325064712,1.40272577081371,-0.544764374534849,1.98194600124444,0.67569505532543,1.37774611686595
