,1021522Tm169Di EGFR,10311239Ru96Di Rutheni,10311240Ru98Di Rutheni,10311241Ru99Di Rutheni,10311242Ru100Di Rutheni,10311243Ru101Di Rutheni,10311244Ru102Di Rutheni,10311245Ru104Di Rutheni,1031747Er167Di ECadhe,10331253Ir191Di Iridium,10331254Ir193Di Iridium,112475Gd156Di Estroge,117792Dy163Di GATA3,1261726In113Di Histone,1441101Er168Di Ki67,174864Nd148Di SMA,1921755Sm149Di Vimenti,198883Yb176Di cleaved,201487Eu151Di cerbB,207736Tb159Di p53,234832Lu175Di panCyto,3111576Nd143Di Cytoker,312878Gd158Di Progest,322787Nd150Di cMyc,3281668Nd142Di Fibrone,346876Sm147Di Keratin,3521227Gd155Di Slug,361077Dy164Di CD20,378871Yb172Di vWF,473968La139Di Histone,651779Pr141Di Cytoker,6967Gd160Di CD44,71790Dy162Di CD45,77877Nd146Di CD68,8001752Sm152Di CD3epsi,92964Er166Di Carboni,971099Nd144Di Cytoker,98922Yb174Di Cytoker,ArAr80 80ArArArAr80Di,Area,Eccentricity,EulerNumber,Extent,Hg202 202HgHg202Di,I127 127II127Di,In115 115InIn115Di,MajorAxisLength,MinorAxisLength,Nd145Di Twist,Number_Neighbors,Orientation,Pb204 204PbPb204Di,Pb206 206PbPb206Di,Pb207 207PbPb207Di,Pb208 208PbPb208Di,Percent_Touching,Perimeter,Solidity,Xe126 126XeXe126Di,Xe131 131XeXe131Di,Xe134 134XeXe134Di,phospho Histone,phospho S6,phospho mTOR
BaselTMA_SP41_133_X3Y6,1501.9230952774628,6171.817462205887,1752.3169154375792,11128.426697820425,10559.765569031239,14258.844944179058,27642.292614102364,20156.686237215996,7207.040125355856,9063.781707495451,17180.26913508773,305.4220988110404,678.646280298026,26278.79977321277,1733.3922075659912,3806.0955503061673,4938.539009708905,2878.3727176292073,3265.00669171719,598.15768021587,15801.363234773455,590.7811670508261,2005.8144568907323,2004.2789711923606,10138.835731141311,7108.15698974212,663.7522713208431,212.46504814029728,250.15498576935028,1928.5556108541787,3141.5890765567306,78481.1337071568,284.31543944450664,2030.797540104362,230.67309450360455,14004.543194434957,271.6134926590613,259.3212126940018,2175723.1408081055,379050.0,2851.4004244953394,4139.0,2682.346437960863,16356.459810256958,0.0,185.66840892641596,53677.52224421501,37075.99289834499,711.1991259104192,21330.0,3813.597488962114,3691.4109192192554,312.6252625328488,0.0,0.0,3625.4522790839314,144019.02193689346,3702.398329079151,0.0,0.0,148152.48622703552,591.4435900036475,6800.817838931511,2549.15830819968
BaselTMA_SP41_134_X3Y8,581.7449355506362,2672.3783512711525,753.5248550362885,4814.974759161472,4538.955218359828,6124.464717544615,11929.060901522636,8615.037400782108,1650.4986449315297,5410.694970518351,10256.672139272094,168.68027876206443,541.1162495222738,16655.61405007293,153.43568208415303,1895.794556063798,9108.436733953173,1186.109231553072,1747.7784732945781,130.13325119304474,911.3839130543296,281.57750525178665,1000.6434088494099,385.4681301420038,11401.72550665609,164.1165446291037,513.9580999820995,602.3205008494173,141.520427758721,2098.9617151021957,184.40116616562025,50047.12175614606,1152.0138671568866,2094.4759472848364,336.6614412379909,980.6331121789391,199.10364687035687,64.03301385102732,1106131.0501403809,182898.0,1460.1262627989054,2206.0,1432.6370167732239,11388.74240231514,0.0,177.4932075582189,27086.437374591827,19412.695076584816,334.56903487590444,8180.0,6247.385215990244,2521.8171689510345,155.77245103986957,0.0,0.0,1638.9582796322063,73143.06694746017,1978.9519666433334,0.0,0.0,84869.2329711914,976.9701527035344,3809.0145377643667,1447.1304421651375
BaselTMA_SP41_135_X8Y5,939.7944399609498,4961.209902137518,1402.8984343335032,8963.880393624306,8446.339911937714,11389.64357048273,22201.074353694916,16065.040687918663,10023.587830006449,6929.742958769202,13136.67244116962,952.1764561180797,7018.1141871491345,35121.357986977826,339.9851815717412,5603.787788872383,4169.736882287616,2487.2577374819402,5370.696499943451,197.33028341324717,48239.09411187111,5152.53969915818,2460.628430074054,843.1893662443582,7957.415280793239,213.10034002612932,284.63181622207156,156.35481858725475,221.26973989972922,2160.3153166025877,304.22304698318635,29541.279563392414,201.59288867839615,740.5200993962103,138.72888740868123,1295.2179796570347,13211.65787812016,333.94843684949615,1633206.3069763184,352073.0,2319.9215254038572,3382.0,2139.3900721371174,14655.221262454987,0.0,212.2839377974595,47674.24251151085,32767.29898750782,463.491579749336,15806.0,6127.920060060918,3250.8403210639954,209.19468467868876,0.0,0.0,2912.178198516515,129567.37506842613,2988.943594992161,0.0,0.0,137196.14182281494,824.884718723937,1695.3124453409268,4131.993896757967
BaselTMA_SP42_136_X9Y4,1015.9268650522373,4580.135143786669,1352.0721512883902,8538.575578510761,8074.450550019741,10876.107174873352,21085.659204483032,15287.916004896164,10650.731398183636,16291.779345601797,30970.758360087875,1095.1960000795893,2311.2013648969437,31385.60193312886,533.1498258428877,3336.801082333008,12489.097703090643,2681.0176795919197,5749.381477657365,194.8373045814019,10247.61798824577,485.4538228164821,1828.9855817763678,973.7522931530776,7656.357839637184,355.6737593651808,613.7765091029207,389.74845601441825,211.97384264102786,1338.4427932314575,292.400916991326,61167.642528757984,908.820221723911,1479.0489636947427,316.8365710011833,2168.885497254561,1247.1791057431456,44.54464769019593,2150413.1879882812,356172.0,2143.0518188402057,3178.0,2027.2736111283302,16767.054515123367,0.0,251.36580083058865,45849.113929986954,32209.14997982979,702.681233677732,14498.0,194.45011130347845,3846.98795235157,230.48969790851703,0.0,0.0,2677.3507801141345,126730.79799699783,2812.8426032066345,0.0,0.0,176249.96353530884,1469.8760809308449,3180.149123908805,2917.94309721413
BaselTMA_SP43_137_X10Y3,130.56847486254452,617.5672609806061,177.12207512184978,1133.3560546636581,1079.1991480588913,1466.9254698753357,2835.297981262207,2073.1639351844788,478.8744806332446,1022.8283075988292,1941.8490922152998,58.928421528080996,48.613958607483035,2025.5858934945038,7.167242073369203,3489.8062805434356,2518.0254702020866,157.20241864535555,157.27818099905926,19.404281755159115,1614.1852493070999,111.30262555499735,259.0734606449723,153.27237613626266,1485.5640464478267,152.14948984608677,38.0497347381228,30.450504553444873,59.038950936950755,164.23054700344804,71.55086837613173,4022.0674394011426,36.58614601056554,147.55632397548297,14.718959275615187,167.6401690538241,194.94884913374972,21.618285657013523,181119.13330078125,35234.0,198.75783029198647,280.0,178.4428330361843,1386.1803007125854,0.0,9.759204224262021,4448.859591960907,2912.0292022228236,63.34359289592829,482.0,2175.3058801889415,316.82336789369583,17.81892709853133,0.0,0.0,126.85213187113217,11934.972982406616,252.3282663822174,0.0,0.0,12280.92163848877,30.68212987474268,26.428844877621934,153.25687673747254
BaselTMA_SP42_138_X3Y5,797.0078211341906,5438.704912006855,1598.1850066073239,10131.58885037899,9566.445101499557,12913.91538131237,25059.32222390175,18196.653205156326,6577.595583735151,13061.935257136822,24829.530856460333,498.28604454376426,1541.6349517200683,17418.398721676534,484.08989865236214,4449.021448846257,4614.717322315444,2400.5958765870714,3754.7082112006265,179.67429688905327,30787.029129283623,750.3348013362087,2224.0159148636276,988.5214391924541,6507.935020672667,334.08541030128174,1495.3567370926894,165.71980053526534,289.84737470264287,1027.393343469128,423.90407823656057,38356.114823096636,461.4986274042929,1720.5617342118298,184.89589772523385,1375.3086991650239,9217.933716385967,71.5475031719413,2587642.628173828,336383.0,2596.066907182336,3798.0,2420.762157589197,19470.883106708527,0.0,288.0560181851411,49295.33591508865,33943.20839500427,599.7169208437314,14952.0,14336.738821931185,4476.385182738304,435.2689614836127,0.0,0.0,3002.053309720158,133395.97703647614,3356.526728838682,0.0,0.0,197416.91668701172,499.4413255207072,791.3145467137571,2100.41931405925
BaselTMA_SP43_139_X1Y7,280.3559722128903,5966.080811992288,1452.3971931003034,9118.969420656562,8683.08385373652,11782.479338616135,22660.98341792822,16622.11463971436,923.3210959056466,14098.819234982133,26574.795443840325,162.95218746888753,230.78829008323186,2525.9643992645515,91.11961270833804,3886.830576108229,2515.730287533008,619.5229095219352,248.03724744904355,77.61104074754005,4212.962571592862,543.1462180198653,379.6550778643118,185.31828827554375,14800.237206969254,96.16210499397397,88.74580923699949,148.4954278229681,89.6138192247192,1234.858040524647,288.06181381212133,11203.687138651067,160.8900864822638,266.5226906850099,160.67849681221398,336.6008817875352,811.8948454032621,226.7353212687132,1396598.3923339844,218570.0,1433.038591645658,2164.0,1411.9239157438278,10868.899777889252,0.0,115.02276326288474,28713.457691907883,20635.943162679672,191.67858555073968,6420.0,1374.939047016204,2504.832610636949,284.1462598256766,0.0,0.0,1442.090228788927,78731.85604023933,1944.4632046222687,0.0,0.0,92302.67514419556,94.46096688349537,112.35694154766657,467.1292289067367
BaselTMA_SP43_140_X10Y7,991.435902856784,2983.717094898224,880.3512611947954,5473.176931321621,5248.788081049919,7097.543601155281,13705.191837131977,10046.648126333952,1908.9475963574992,9119.587521344423,17164.968671530485,707.8217872372563,1117.48139225676,18844.626746453705,105.893654471725,5220.810609167196,5455.18087168391,2198.1072055296336,4012.9085679930445,165.33593426190095,41564.110517370515,1241.3139783390316,1601.1676623346361,1363.5395805912983,19460.558049461637,215.0870097109201,232.67794642304617,183.4187832886836,170.6748814052581,1191.7375754788518,195.5787059861343,31670.649905203987,247.271121020884,668.4678607132715,157.10491669442806,1790.3375185871666,489.03791925022074,35.84110982403478,1178618.0451660156,227780.0,1212.879738546908,1792.0,1126.9626132398844,9671.389669895172,0.0,76.63324319578956,27626.74336886406,19152.273280262947,501.40727286785653,5128.0,4717.471530258655,2214.544482469559,110.7078356780119,0.0,0.0,1121.8914663955247,77204.96600341797,1566.7126396894455,0.0,0.0,80463.89471435547,1103.0429192524123,4518.4413413689845,2529.260467421298
BaselTMA_SP41_141_X11Y2,1566.0835192272523,8815.771224498749,2495.8974652700126,15882.971591830254,15023.194582641125,20272.43031334877,39490.13458609581,28617.116609454155,18704.33609175318,21906.376248687506,41506.06157852709,543.0380457323741,4461.754973222267,38569.963378600485,1467.640130954927,1505.7291871180787,516.737989960096,6331.887735511142,8697.195536866768,327.3472651300505,46940.74733674796,1496.7902426213961,4579.915752112741,2073.697429050962,6237.887407136222,561.9027644745368,710.8814023360677,644.3109146898065,404.5299877810659,2401.5895997602493,544.7495607657592,101452.93083954105,1283.0535219714186,1204.0167631715085,328.3130824110862,11773.234346681049,3975.282341081458,573.4587615422979,2846114.3578796387,474942.0,3938.7245737463236,5652.0,3666.7182884067297,28374.06956553459,0.0,362.94319206911905,72367.56469130516,48930.11909675598,1781.9130908578697,34468.0,33652.993159234524,6315.271185457706,416.07573494361714,0.0,0.0,5490.889113475717,190814.34504032135,5060.262314379215,0.0,0.0,222463.43188858032,1863.4444377325078,3807.702102164251,4155.646111879776
BaselTMA_SP43_142_X5Y1,392.9909416603193,4796.46865029633,1408.8359437771142,8782.018367230892,8390.267388403416,11367.152194023132,21935.946555376053,16040.46623134613,8574.163446302533,9019.350132644176,17012.30278995633,266.13455860424045,1136.647218389452,23754.964339632064,148.38091420150386,4498.642808520742,3300.7503642069723,335.0247210400713,1602.789626219716,83.17347967576242,53123.84721860473,2208.9334675152268,488.8567422607723,192.01958256015382,43290.63628307307,194.10245994957157,112.01593907654562,111.38360570935185,141.36861983897046,1723.0532249100506,256.6611566760275,44290.74721191585,121.2582159511055,307.36862215478567,75.50633232079413,407.85148582431754,12887.489342133069,92.17106493482183,1538276.078125,275663.0,1703.2076466232538,2458.0,1516.1040707938373,11450.047704219818,0.0,116.38646423606478,35755.8013279438,24312.98192834854,202.61937139277399,9364.0,-4551.008804613723,2620.5242127478123,256.8143827673051,0.0,0.0,1874.6588838822634,98034.00803494453,2150.932381659746,0.0,0.0,98015.73643875122,199.34362630421703,498.1081064078859,2617.114095152803
BaselTMA_SP43_144_X15Y1,2589.903612000513,8330.178127586842,2447.0383880734444,15248.397315368056,14571.22049728036,19751.82796961069,38281.03959238529,28045.448237895966,16693.37946324193,31337.47622025013,59139.26645767689,5398.17171979132,6404.558123805346,39946.924700028474,598.590533752154,41664.76856939796,32152.836223626582,2863.432356032366,10970.527653774669,477.2653206276677,77721.82804378067,5659.632346242421,5856.445478476768,4497.379023832808,27919.857396180538,1571.376587145795,2180.943522106497,3582.6049320593315,706.4782581909094,3673.2199701871723,919.4365588750543,174294.18330259272,6774.710333069705,2426.2585315532,1746.2584421099177,4605.292235399271,5044.989697968603,146.62964114962253,4104021.2263793945,523890.0,4278.780803255737,6263.0,4014.2686272859573,32954.736117362976,0.0,196.49241801310572,79462.98212909698,54871.19551372528,1870.3248362911274,31478.0,-19191.828936379403,7518.849345505238,374.587621605024,0.0,0.0,5592.139252980118,213904.94402647018,5542.798286378384,0.0,0.0,288827.4087944031,1474.8616002664937,2960.146817382995,5187.060823799756
BaselTMA_SP42_145_X1Y4,1082.4152065035075,955.4673630502075,292.2152419514023,1672.2527014277875,1584.0035846214741,2126.517296030186,4077.573580862023,2966.105805499479,6452.438174015493,13061.644295990467,24845.160139083862,149.11731583584685,419.0880161181138,19163.851225844595,1590.6351473480256,2790.159613474993,7704.261592872932,1836.55748690454,3277.38346665978,271.99713706943953,9691.41334416762,745.1072703075322,1473.0873485269674,666.6341560476005,12638.7047931068,1494.305726896372,451.00141889806036,373.97639203332733,411.05289980867286,1143.253131063655,1537.0923154474967,81377.38501526414,1244.8739906030537,1832.7871850737422,301.6954396215708,1690.4256633838647,488.2889674378035,508.6361970762213,2373176.7271118164,330726.0,2282.5348849743605,3350.0,2150.840361595154,17764.609706163406,0.0,267.73760647351986,45647.06439805031,31849.099268436432,472.2781418359498,15172.0,-10273.513356409036,4102.204368054867,257.68047165544715,0.0,0.0,2781.6225651135865,124313.04992866516,2979.0347692370415,0.0,0.0,193631.61015319824,563.558473599188,2851.534141412838,2228.268277251175
BaselTMA_SP42_148_X5Y6,884.9869641825746,4331.799207881093,1273.7718054503202,8058.714585483074,7631.860203623772,10261.135469198227,19863.870351672173,14415.748473584652,4368.382163627207,10134.212189808488,19239.03103455901,240.844998549314,706.8723567300731,16783.87665527517,158.79444132395435,3823.391818272424,8822.172549056771,1584.6813539111806,2654.2742330688707,156.83377596084088,2569.5843401898537,399.14963527689724,1459.7289861882884,559.4904256276667,9979.85410212425,207.65599892051597,438.7120032785269,444.64133400489794,222.73404712397425,1176.9336352478713,232.66842705252688,62264.79416061779,872.644849307288,1324.6097391797673,275.8988516870288,1446.1011445132879,765.8313713887455,37.092512857280866,1962295.1426391602,267248.0,1893.394021116197,2814.0,1792.9293337464333,13400.93842113018,0.0,164.6594293357824,36969.78468155861,26157.920192956924,406.81321957962234,10614.0,18665.488582260907,3087.5159984230995,208.07222566194844,0.0,0.0,2139.217202563913,100652.10303449631,2511.7105776667595,0.0,0.0,170803.11016464233,726.2285862713658,1726.2928549663463,1587.4296833018461
BaselTMA_SP43_149_X10Y6_222,195.45996210047159,904.582771062851,264.8050476759672,1669.9351269602776,1582.4354960918427,2147.2791152000427,4163.677186250687,3053.2830843925476,599.6444883094939,4333.115702778101,8192.519526898861,248.92356760934084,429.76244940371316,5039.60229471804,38.813848313956065,1356.310605170438,1769.5415039407599,373.7929162282618,850.2130028723446,43.816076813597284,7438.168610525062,247.5651450787981,400.53153500827034,163.8952701390692,3057.282062298753,61.33785790705288,101.98309256975452,65.7681557583288,60.06438909613778,295.52625809609896,68.17498562872854,16318.821798656672,119.43120535069555,410.0972485502659,32.64166950579872,1931.8710566012987,495.9727248908855,9.863983207469984,358121.4987182617,50491.0,381.34146125614643,547.0,350.3579882532358,2834.0928251743317,0.0,16.593597011438582,7322.338928222655,4910.952146291733,112.92749555721478,1998.0,-999.8877202458677,643.1949630975724,34.07352880109131,0.0,0.0,385.92333443175295,19433.24504852295,483.0347707569599,0.0,0.0,24685.57536315918,81.66478517219697,106.253206299989,394.1603899617494
BaselTMA_SP43_150_X5Y3,1822.4324009863326,4750.077823743224,1402.8137787282467,8687.95089738071,8331.88324329257,11298.314352661371,21834.642829447985,15981.61880850792,7827.6880175875285,14979.715719498694,28283.328191384673,990.1462903496983,1654.4473375110492,24066.483591748554,155.7586654265858,14195.486474617328,13849.792782035664,3710.712128726775,3124.3473266286105,301.46592054450986,27394.88786907347,2411.8868518025643,4034.7420923052196,2369.3942928705214,64787.773702183935,466.3564009855287,471.25963239880105,293.5801273605255,304.36414020543134,2104.0284086838365,352.1955902249882,110869.25480327311,1092.5920988311104,10162.156197601464,252.10175567213284,2562.287304555717,2640.432920220336,132.09122373598254,1537658.2409667969,234984.0,1634.2675497978926,2345.0,1464.6477392017841,11397.743959903717,0.0,99.9764175494378,32541.699963092804,21861.989800214767,936.4899282813166,9706.0,8790.891442302614,2611.3885216414933,213.67062680749177,0.0,0.0,1843.3262754932284,89146.56306385994,2045.786268055439,0.0,0.0,99816.53707885742,1019.3202597503712,3867.541776382965,5089.750021093345
BaselTMA_SP42_151_X14Y7,2997.436620263928,9253.524861872196,2739.4309326037765,17309.66635465622,16370.305394887924,22080.23476278782,42755.086097717285,31039.444457530975,32252.39326088907,18879.449149519205,35920.468601465225,830.9730336234769,1691.952344397208,70720.58907781824,823.6848570545372,2970.765347920192,4973.598675493551,4951.462147523374,5826.894004214344,587.0466374941517,68831.4997148659,1727.3537094598805,2596.1594009748387,2013.8847714101614,12531.53703719358,5300.076201509976,1317.2897128343548,921.8472750626032,596.5069088215996,2465.7519157342613,2563.6341531916773,223991.53202383552,2246.6878691233987,1899.9629744127813,800.8727650447911,5095.221063861943,7107.44939856179,2817.651231424202,2691790.088256836,461631.0,2787.2571378201246,3997.0,2553.8160833120346,20114.532415628433,0.0,255.51706666816705,59728.66788482666,40467.66557657719,1579.0101884502144,23172.0,10613.349173887633,4641.357350707055,267.70241722022206,0.0,0.0,3787.529820374871,162915.6929101944,3546.845732331276,0.0,0.0,252750.07187271118,958.3938289011504,7664.6397265276355,6886.607227254783
BaselTMA_SP42_152_X15Y6,425.490964180968,4388.174028873444,1301.6792479529977,8209.637324094772,7771.942285627127,10477.664106428623,20308.392110288143,14752.5487434268,5757.269866747417,10360.236940786242,19649.580309540033,353.70370908887907,1414.7211297366302,14146.536806374152,630.440704664763,1695.3359735476786,2241.474081505981,809.039176867568,2693.2147870082817,88.70707332111235,52898.94374508425,4866.1944830263865,800.2877452716559,367.0791693658669,8887.223569419288,198.23499268669363,166.00750935703635,98.88642861440292,160.79976160324605,985.0543018840253,241.8983476589747,17361.72806717949,111.30817018164284,385.64923632258177,78.16761071571327,772.5014190382321,2363.9051327859556,703.4911004425812,1730379.932434082,328541.0,1720.3387023732066,2514.0,1585.6402635127306,13805.319864273071,0.0,192.50531010095062,38919.08537912369,27003.376046419144,270.8641679536118,10804.0,5023.116559363902,3170.24738740921,265.7598475988489,0.0,0.0,2048.345864267336,107075.77606630325,2239.9607283473015,0.0,0.0,136774.0128173828,433.07167140818837,848.8294979032273,1692.1920560497472
BaselTMA_SP42_154_X7Y4,284.25672169221605,2190.4843917042017,646.7632724009454,4058.3905247449875,3832.4601559638977,5207.231758654118,10049.064839541912,7332.322756409645,2647.01678681747,5967.150816887617,11318.980900883675,104.64394539538377,284.43602931016153,8985.384294893674,50.451926640767155,1479.881052806624,4858.943299044949,627.7162786084727,1144.0973418585406,55.63265380763154,6701.487254456125,1563.2126636122566,558.8821493863011,249.51510093094183,6242.751246587633,83.09853188742703,228.84673292706512,59.06635524721227,61.560849603943936,800.0962929688394,106.68517388192893,11434.436780979944,220.68771370864988,394.0176280119746,99.13254230370828,820.2667619818122,387.853165992717,138.98351216660328,894764.1503295898,136338.0,843.9369197487831,1275.0,823.9895450770855,5555.2334723472595,0.0,174.61271760671605,17755.20906496048,12637.226414561272,203.71284402793844,3588.0,-1547.1245740056033,1288.6319015622141,217.2330153137446,0.0,0.0,799.0617969146286,48416.146041870124,1147.6043415665627,0.0,0.0,66835.51188659668,387.50022322474933,1084.1365723228323,665.3403718807208
BaselTMA_SP42_155_X4Y9,1501.2753955191974,5459.350403666496,1631.5062410123646,10237.85438132286,9678.023682296276,13010.022769212723,25271.884756803513,18304.626988768578,14492.473888017405,18547.70502087474,35257.429111123085,248.37445224801243,452.905077761986,14320.978263680618,1171.1685177773861,2607.925822013594,7367.731705378686,1331.3897528003872,2130.6756994964903,234.7877478821107,8877.188626214655,3032.0675592739644,1352.4493562966836,718.2786309831687,13125.003406823445,644.9979306559951,1083.833924286658,1470.7236860115227,792.7153454193152,3287.7925306949764,2893.7645836518864,137259.45298925307,1768.6775011521122,1184.2014942251096,834.4917759549469,1852.4715053360176,373.97797886639626,2633.756426336264,3117358.087158203,383675.0,3082.043231524527,4577.0,2935.2533185184,25331.23737192154,0.0,234.54251908784957,57656.69514966011,40345.9436545372,614.4210518318814,19246.0,-22457.384791286662,5832.330249667168,325.29101749742404,0.0,0.0,3699.006002434491,155949.24496269226,4067.369604229927,0.0,0.0,245217.9985847473,674.5170984171599,4112.502039483584,1969.2432915021113
BaselTMA_SP42_158_X12Y6,170.03019243046234,1888.052114635706,566.7208932228386,3584.3033587038517,3388.8657971024513,4557.884786307812,8849.098360538483,6429.317280650139,472.0455788504047,5973.765692353249,11317.999450579286,68.08315892990535,177.245204813574,4211.520961134152,31.573755638746697,1482.857651744046,3585.028680239896,312.9048208837161,269.0475865912125,33.753556558301845,3812.8789797994796,266.11453788657934,233.4687110694223,94.0021637443632,8598.033089060571,78.55994607495131,53.34363473655772,40.50474291457757,51.80094826532247,292.8133141808212,109.31293682493754,9406.578519589191,98.14614680894086,164.43385689158677,41.87251229604766,380.6230242737856,239.404874457033,64.20366603852288,850466.9266967773,110654.0,759.1973435431719,1211.0,811.8481633663177,7143.047425270081,0.0,60.50033512957144,15119.103066444397,11275.532059073448,89.11038048810049,2664.0,-2231.11055799853,1641.5652741491795,93.39691002760087,0.0,0.0,674.0463653292946,41174.92701625824,1099.7998414635658,0.0,0.0,64463.70252609253,148.40963692971036,410.2569284265935,309.12909740977153
BaselTMA_SP41_159_X12Y4,771.1821768255496,4021.915089458227,1141.2941434457898,7246.856401503086,6842.150606930256,9178.69084239006,17873.430842995644,12946.504681706429,4089.54114723844,7268.330152064562,13729.296622484922,375.690932035907,834.7960915395888,11367.231938657795,101.81063513508617,13075.934715804937,10839.084631728114,1431.2973134927902,2552.972750088381,124.54882848426446,22220.42193595561,1379.2888890247204,3646.3755774885,670.6701770764224,9507.029243285953,2365.2468074662197,849.1665404619832,173.30230305386831,185.1261695915937,1371.8738425634801,1358.2432117450414,40043.95193407263,475.60648228781355,603.7553089273347,159.63283615612895,1066.3124779297445,3899.0988395771765,584.4865893840285,1273105.3889160156,230744.0,1725.5752800479531,2516.0,1593.71903396555,13274.746807336807,0.0,199.81192890461,33874.37924003601,22626.125646710396,383.040308075855,8982.0,-3461.5856667030603,2945.3433786928654,173.4143508262934,0.0,0.0,1808.4397785910921,89719.45895957947,2225.2442620974034,0.0,0.0,104918.90550994873,889.5504723043276,2152.5204876004473,2554.1699397370317
BaselTMA_SP42_160_X13Y5,991.6666850911239,5818.891442477703,1703.9614257067442,10781.756947994232,10184.59085214138,13711.545143127441,26574.785791158676,19274.750762224197,19367.021652511998,18627.20472893119,35378.89620697498,876.1746406732925,3989.6286591587577,55143.92883809024,270.310144404806,5676.289461287181,4355.288665544835,2563.101705618808,5416.304202514945,212.70390718301164,28301.570416117476,1851.3094032985027,3875.544712619928,360.57793458208795,13790.229486544058,341.28735325239,364.59477120515646,343.0900672545182,220.81646346804368,3826.1663199625914,340.05471199256806,44391.29645649684,381.37542620724815,695.2764193688456,156.82060312672832,2147.1810854156824,5253.815500268926,64.27463727512855,2104037.9240112305,303802.0,2083.816272959113,3039.0,1950.9051259458065,14396.162906646729,0.0,256.1260304034038,41662.25965499878,28713.93016183376,541.9688468403423,13598.0,-5044.218846948818,3308.662324965,277.36512099858396,0.0,0.0,2497.2439131712304,112442.74000787735,2711.3135613799095,0.0,0.0,170619.7981414795,838.9845708982763,2603.9154725869635,3310.559067504416
BaselTMA_SP42_161_X13Y3,1617.264731685493,5951.6377364993095,1754.3473783954978,11047.647603273392,10495.253254950047,14069.924620866776,27281.257759809494,19838.160329699516,12170.81757022321,23073.096813373268,43806.63816577196,4214.65945370477,5061.7259380206015,26465.90579943069,241.69787465207565,12046.298945783119,16987.57478967452,4530.280050790034,7765.099444029763,334.06102049503613,82570.8695690984,2659.7480316478427,4832.591643866264,3092.641007094182,13850.141320879904,585.2801502362843,690.7618718846584,336.1474190438571,509.4745661801037,2126.1891207769513,544.7994563134262,64210.59727656607,616.3392957836808,1645.0294319690258,225.50155069126677,4173.487365783987,13752.764137445283,551.6173766435436,2666831.83392334,356857.0,2692.5246894806623,3893.0,2457.2354267835617,16964.02218723297,0.0,269.7981966114442,52376.98489069939,35384.81747043133,1075.310056980152,17404.0,1950.3040424454966,3918.0086171254516,278.93258758727467,0.0,0.0,3168.560239486566,141556.1430258751,3432.2286373376846,0.0,0.0,217537.14838027954,1453.480702564148,4239.432581153364,7043.755236976938
BaselTMA_SP42_162_X16Y7,627.8296868107927,5848.874618291855,1731.3560256138444,11057.62758308649,10432.714038729668,14074.459925591946,27360.001291275024,19860.946794509888,7109.060131155967,9745.208038009703,18557.670510187745,233.9987666968185,1610.8695500586534,33954.477782343645,440.88705160227045,4858.817613080883,8366.109539767129,1853.029455970047,4688.988867631806,141.1165684271071,33384.71168440692,2098.411030050547,1917.3707887166508,520.3502176527209,15412.130888054997,230.10016208688458,197.45764102386067,152.98651517098415,182.82001326450208,1469.7538862079382,287.8661399854056,79608.36728057294,327.52791841591204,1097.928330427171,125.21813353361198,1253.895114684577,3814.462610053735,423.78007328637005,2202524.9624023438,275674.0,2157.4131465554237,3134.0,2004.907010525465,22319.68203568458,0.0,229.87900657986967,40275.18036651611,27851.194948077202,448.9988897953725,13514.0,-23307.596245702593,5063.960066974163,244.44070168095698,0.0,0.0,2580.375505339516,107725.9400639534,2805.26433211565,0.0,0.0,167158.10720062256,557.248072503254,904.1908160732733,1882.9647284477658
BaselTMA_SP42_163_X1Y9,618.1261760891371,1937.3762830346823,574.5289878807962,3534.2207386791706,3346.106625467539,4480.764592245221,8724.909350633621,6323.126193881035,4580.858041305064,11696.63010519743,22191.034039601684,117.65182724356337,196.27404977220294,5691.061477020451,576.2875679316328,1842.8026451301043,4091.6410972775643,658.7299989662923,1267.9083286383411,152.11469194144158,1653.3513475274788,478.79085161913656,505.9892368054567,258.9764823981107,22106.53302288031,274.2103278150286,547.7010699131628,186.81457730510087,243.54134318301266,1186.3014733567834,272.03504708557193,60651.53683659185,757.9797106992927,891.5533449302219,387.6915851469073,995.7374941072511,178.50548956288276,189.6838874482202,1930672.8005981445,240298.0,1757.5095885917544,2683.0,1751.483690470457,14264.025285959244,0.0,121.75381227347688,33930.40046668053,24398.567508339882,314.6450738738537,8520.0,2428.6401661150157,3300.550677418709,190.8051574435088,0.0,0.0,1845.6135589695184,92033.25098514557,2411.986359834671,0.0,0.0,164130.86771774292,398.77592187289633,2555.953940036559,880.7047858465061
