,1021522Tm169Di EGFR,10311239Ru96Di Rutheni,10311240Ru98Di Rutheni,10311241Ru99Di Rutheni,10311242Ru100Di Rutheni,10311243Ru101Di Rutheni,10311244Ru102Di Rutheni,10311245Ru104Di Rutheni,1031747Er167Di ECadhe,10331253Ir191Di Iridium,10331254Ir193Di Iridium,112475Gd156Di Estroge,117792Dy163Di GATA3,1261726In113Di Histone,1441101Er168Di Ki67,174864Nd148Di SMA,1921755Sm149Di Vimenti,198883Yb176Di cleaved,201487Eu151Di cerbB,207736Tb159Di p53,234832Lu175Di panCyto,3111576Nd143Di Cytoker,312878Gd158Di Progest,322787Nd150Di cMyc,3281668Nd142Di Fibrone,346876Sm147Di Keratin,3521227Gd155Di Slug,361077Dy164Di CD20,378871Yb172Di vWF,473968La139Di Histone,651779Pr141Di Cytoker,6967Gd160Di CD44,71790Dy162Di CD45,77877Nd146Di CD68,8001752Sm152Di CD3epsi,92964Er166Di Carboni,971099Nd144Di Cytoker,98922Yb174Di Cytoker,ArAr80 80ArArArAr80Di,Area,Eccentricity,EulerNumber,Extent,Hg202 202HgHg202Di,I127 127II127Di,In115 115InIn115Di,MajorAxisLength,MinorAxisLength,Nd145Di Twist,Number_Neighbors,Orientation,Pb204 204PbPb204Di,Pb206 206PbPb206Di,Pb207 207PbPb207Di,Pb208 208PbPb208Di,Percent_Touching,Perimeter,Solidity,Xe126 126XeXe126Di,Xe131 131XeXe131Di,Xe134 134XeXe134Di,phospho Histone,phospho S6,phospho mTOR
BaselTMA_SP43_78_X3Y9,2487.5604776273717,9148.863617420197,2660.0456917211413,16732.02587401867,15989.093859553337,21744.36602807045,42077.11553621293,30850.543186426163,13849.222060342865,24275.32913221419,45819.0044773221,686.7357601366658,3964.9464429015284,50445.48984740986,502.9191300143465,30751.405562780452,61404.51842681267,3596.900783218662,5334.307589615276,458.6785551015584,119072.99478505574,8025.741347662357,4320.394087159953,2696.452510211274,49519.789550859714,2284.881638563278,791.5457720544548,658.7676202472131,578.6145123141712,3946.1881724298,1353.347592794886,140788.10438478724,1343.512189622871,2827.898990785647,475.727727843569,4154.716915942719,14100.016814950148,3279.240294638494,2916768.487060547,414220.0,3045.1169394887984,4333.0,2689.3863776028156,23821.074432611465,0.0,163.45969826181135,60089.47963762283,39877.24816966057,1553.7003218429568,20300.0,4996.377780482173,5410.954854369164,273.26313283806536,0.0,0.0,3687.828389257456,163290.29795455933,3784.1636924147606,0.0,0.0,203991.65015029907,1713.6612696982302,6167.438719871997,7090.329537633145
BaselTMA_SP43_79_X7Y4,2330.00932463719,7800.133449852467,2277.2289460524917,14258.790018677711,13641.53336250782,18508.504509329796,35784.19907903671,26205.74499821663,18588.962063134608,21681.769985318184,40954.41299408674,1204.036495964246,4344.718932698125,18589.337228516873,410.2473060141169,25530.29038286042,33032.68889061195,2063.1878084283826,4339.515776661279,414.31641322880125,73717.51381560865,5084.897659216596,2060.6004576657033,5199.7082986772275,50679.67999724742,930.4744045009022,3523.9389932740664,474.1232748440212,887.8895400361827,3238.2448386475444,526.6458031007152,144039.12269899424,1488.0484992108484,2452.9654785232437,694.4211558877948,3066.081264091809,18372.24372251433,3396.7758766321135,2316432.5643310547,385288.0,2524.7775382995605,3598.0,2194.845594972372,18755.685585975647,0.0,119.34151184924893,52633.89887857437,34815.82087111473,1348.5535771298648,15754.0,1690.5397883672272,4293.7077023386955,218.92998742475098,0.0,0.0,2893.9366759431227,144824.69196224213,3108.8682699501514,0.0,0.0,155592.36377334595,743.1316964235076,7403.233955716895,6126.0331231827595
BaselTMA_SP42_80_X3Y3,1270.2163863680207,5656.0628261864185,1680.3892683424056,10576.736070871353,9972.812785208225,13420.329775750637,26065.524069070816,18930.76506316662,11714.162549654,13543.050927489996,25724.25487470627,400.11368139107196,2499.1917213540983,32429.51556742567,397.0714464689229,10353.589421575327,12220.781203276274,2240.2375331335197,5755.377156750022,213.3283694699654,53143.29971719055,6547.935901502785,2850.048643953117,995.5577567152977,22970.513564130662,1009.3527573469238,513.042160396991,236.07119616892996,463.99826061387193,2198.797835316509,856.038701760101,94653.56912091095,432.91851345617334,1070.570435652545,203.49604667597808,2027.7211819682664,12935.930527331451,938.058903228764,2984757.698364258,427203.0,2973.6960383430123,4306.0,2696.968279799854,24824.39698791504,0.0,171.79271198852447,60414.94263482094,40821.98116981983,640.4606341451858,18224.0,-2422.6521451994768,5724.055395185947,291.86837930162443,0.0,0.0,3501.6159743398025,163681.30203437805,3780.6054730191827,0.0,0.0,265131.57565689087,665.4360136435095,2493.2925243795,3311.538568632107
BaselTMA_SP42_81_X11Y4,658.7900782775046,5442.814477935433,1610.9788682237267,10200.050039291382,9615.701606571674,12941.464023262262,25217.235531806946,18285.608731389046,9740.789951028306,15866.330886751413,30082.43464010954,104.31458062628728,240.84121545636899,24212.910077669138,951.3967178394053,20872.611370656814,9891.336618081137,1500.3804492284632,970.5107324003219,124.88370508105663,19016.592816885204,575.9749747344042,1133.7925233050764,502.6373766731264,16421.690985590853,6817.572308555337,490.0105395789314,121.12664304710373,153.59233322445334,1106.8343255668879,619.2074378214537,49279.009416715846,177.64115061262197,743.8998400191607,130.12703456887678,1032.694054555798,859.3214528330016,510.4228039226209,2193453.2205200195,349290.0,2237.9972167015076,3198.0,2016.9296198785305,17705.62242293358,0.0,218.23943178849925,46184.32264780998,31095.125651955605,467.879281030444,15526.0,-147.40265899337734,4072.1118790507317,292.0138674508781,0.0,0.0,2749.6710157528546,125179.35699486732,2833.124759912491,0.0,0.0,172622.92028427124,414.67792518754146,1210.3733059761244,1418.5115373256003
BaselTMA_SP42_82_X2Y9,1502.1667153997148,5769.091022700071,1709.7474670261145,10708.903217732906,10132.31707239151,13651.025655448437,26487.076494932175,19253.663510918617,6734.383655626608,21290.183777153492,40539.69795495272,259.5208514295649,562.3445999976392,17343.456810822663,900.5623790591142,3357.4742616539934,9657.619138318552,1724.2615015807128,3445.4168531721707,290.8191962182261,2527.879872617606,1039.1061888079666,1405.365141686064,1077.0387327842573,22774.15396906589,528.5400790374908,1557.2939551496743,840.0235575336286,639.6862748079654,3287.4323345739394,492.3797793340692,176172.41311833198,2658.9018894123765,2753.014357608436,1393.2450569871182,4167.636918355806,427.80520003077163,497.5424984393402,3496291.045776367,425522.0,3364.5876547023654,5022.0,3215.690806746483,24161.64058446884,0.0,155.57603615583437,63101.09994506836,44529.6736574173,719.8578436237443,21466.0,13184.387062221766,5569.121372401714,322.53462467063224,0.0,0.0,4136.042745561655,171163.69596099854,4454.822713017464,0.0,0.0,314356.1043128967,1180.3700747485425,5509.172384855389,2311.5645633208046
BaselTMA_SP41_83_X13Y2,1362.2804805380736,6942.633196160197,1974.980161741376,12559.616388976574,11908.154372692108,16052.270751595497,31275.26321864128,22726.123842597008,2610.5382156845726,15274.637213528156,28911.943530976772,511.87597647279966,1725.1103753254142,73064.54586272514,343.05720541803106,2198.4278447942725,21872.603766045424,3204.4387064356056,3467.4688360376676,280.1756195134003,20391.86554533547,1785.4498870952802,2985.2944935161117,631.2119864877995,15603.699651601051,339.322750561047,609.1184860737152,873.4815979288014,423.5895780960163,5681.578751012683,364.9972457412375,120452.09218167134,3568.3572390937447,2339.5590141174225,811.3390992148055,2291.1480583539496,3592.628522329617,144.5561585347478,2156670.1261291504,385486.0,2972.6096350327134,4343.0,2785.964493781328,17657.168100118637,0.0,305.3692971734258,56332.99649095535,39190.66563439369,638.3870709789308,22322.0,-4729.4048377829595,3954.852620109916,293.67333856830396,0.0,0.0,3914.255599569489,152107.50291538239,3863.7728883326054,0.0,0.0,179663.83810806274,1385.6427588746726,1546.296381322288,3684.909705620569
BaselTMA_SP42_84_X7Y1,278.5195720123455,1643.5146901607513,486.7882308140397,3048.424059212208,2903.647009432316,3888.381323337555,7561.217017173767,5498.401757597923,803.7563632868549,5928.263554640114,11193.527664929628,64.0425424935957,112.53997058160219,6417.018561231759,64.4931771171091,538.7211727402481,3198.9024651747823,624.338935876143,885.2975864713637,57.22502065616736,1097.663400438282,154.61247776939064,457.35178719703913,187.50386144904996,4200.737430908658,77.19468073194028,85.43170223316159,349.3195668638168,76.31158293417062,352.59083899110556,80.91209728161137,43750.62270672401,513.2660062213536,295.61732154016033,122.48853960140349,420.5615735041694,124.85235874689916,59.996154465332594,804285.6600952148,117412.0,788.9382427558303,1198.0,777.0739620923996,5733.68093585968,0.0,43.65442081444986,15853.044238328934,11406.903764724731,106.7775138408661,3996.0,5345.578312374651,1323.9782493710518,79.1561775584706,0.0,0.0,835.7735149828943,43547.65602302551,1069.4145327806473,0.0,0.0,73025.86911010742,199.95408168284848,697.4995609351539,556.8175910186139
BaselTMA_SP43_85_X9Y1,585.6542731126445,3002.9787352085114,875.9660609066486,5498.37253254652,5240.760695934296,7096.850011229515,13743.470269918442,10075.346896886826,5289.608750086121,9646.732803881168,18249.97639995813,98.06969563784402,505.89911527347226,16612.656300949533,94.00454317333384,7455.482949977524,8114.668829485451,1175.1958871385675,962.0614990958243,111.0837499976216,6083.793009288565,467.12718045937163,971.2076430637967,274.39007139087647,29552.091258422268,165.24124221610978,185.00242933425136,121.81563984267449,202.5745537446403,1611.2371871434152,167.59779240718973,53575.20594620406,579.5923091379206,942.3994799747219,154.63171745461645,996.5758896734958,2135.765497586847,24.065149343113852,1154176.0637817383,193464.0,1245.0997294336557,1811.0,1138.4693625867367,8819.05617260933,0.0,80.68314770325225,26003.61899447441,17597.012778282166,240.26424234495695,5602.0,8309.445885565132,2016.9605749547482,197.22512193862343,0.0,0.0,1170.03619406865,71124.35693883896,1591.1892666220665,0.0,0.0,75220.2318611145,414.04624856223273,2402.7741955763463,2099.9956717521595
BaselTMA_SP41_86_X15Y3,347.33857732918744,3365.9494893848896,948.7536901310086,6050.3451981544495,5747.314152002335,7736.364886164665,15078.765397310257,10912.566022634506,2969.0464440370324,4676.087235867977,8836.79319164157,222.41302673002886,330.4367828714922,7791.690932902333,60.19378850587927,2529.5686796877253,950.1951021119124,1042.9733201491376,929.1066076592758,86.65882087716096,11738.045281207393,951.6632243179806,648.1495774869478,296.64107681163284,5991.290413341658,137.502831436181,344.59108690493747,124.96623239085304,140.59499020163588,773.6299123689532,148.00117223890626,33589.74003273634,205.5817676716013,571.0236236164088,78.24940143363825,1318.5604457486984,210.57494726309375,38.381157132982544,961054.2315979004,259258.0,1266.9715078547597,1894.0,1183.8692088560201,10036.300039768219,0.0,140.16708124495827,29849.460209846497,20940.067794442177,235.19342481116647,6042.0,882.5846634320915,2233.1033867001534,131.67484041792346,0.0,0.0,1278.2172838575448,83791.9450519085,1661.8815559446812,0.0,0.0,76245.6515007019,260.5873910082114,586.746088735418,784.1628948031778
BaselTMA_SP43_87_X15Y4,1094.1607472241749,3095.7947139143944,913.074721775949,5711.514694094658,5422.7971971035,7392.4362226724625,14270.409327983856,10461.080868721008,5483.996850123954,7592.24911378324,14329.669179044664,360.24973938664886,886.3902295459411,10316.485747250368,98.86822675031652,12670.139743146534,6107.308704550637,2144.7030853231745,10217.118821109842,156.12992259716225,80940.27535700315,4500.203514086854,1865.005986384977,2348.3275205130603,20898.40351830582,362.2168609179681,307.7916558358273,133.45908264249715,227.4811644891912,1464.1426219046116,300.6247917591533,30082.51852205349,147.33704675899773,514.4972194642118,77.32230194314849,3235.5688419178073,698.8047807986461,1038.8947931328164,1286634.711303711,253685.0,1406.7513659894466,1941.0,1141.4936081916094,10201.558816671371,0.0,57.316356619624365,32954.7409017086,20564.21655035019,545.074677447114,6572.0,-878.677227667533,2327.646673798561,117.73301376518822,0.0,0.0,1294.3388417155138,92375.43802642822,1632.027309179306,0.0,0.0,86167.59400558472,981.9891582355895,869.6222285976777,2309.703943235358
BaselTMA_SP41_88_X11Y5_235,3491.334518187183,7231.625691711903,2034.0553424619138,13038.126695036888,12324.358190178871,16587.82845580578,32336.97455048561,23409.999259233475,21823.52248792747,10321.256954692304,19565.524336844683,1257.4824748898504,1229.9040173403791,63436.719182279856,1667.7486705743274,6364.154989031748,8803.894250360796,7100.110802552825,15112.877865407138,718.2599944453079,9413.869971805663,828.8199158507596,4387.583379419747,3083.8422320642953,7413.637718120143,3093.791485437462,3665.589643345064,701.0581531152664,575.3661500474054,3010.7935845330358,758.8421093932476,251560.80761880078,957.5555480818584,3407.7602200486804,526.6253103224917,5338.192516485156,675.8430279118913,389.7003752920702,2293923.7412109375,512959.0,3274.139596424997,4704.0,3014.8593477010727,21315.711587905884,0.0,341.03301856196174,67974.28556036949,46300.89055323601,1610.2761965826319,27676.0,14208.569356811699,4724.455612272024,295.3660588150384,0.0,0.0,4486.155867231341,184396.85787773132,4179.6188361644745,0.0,0.0,186931.62115097046,1777.2143608701397,7213.494928228855,6739.336854333367
BaselTMA_SP42_89_X4Y6,870.8111022547538,3689.3433814942837,1107.7411137633026,7017.6691663861275,6646.769032657146,8919.029564797878,17436.541616797447,12616.524480164051,5711.768573912646,7628.380414709449,14439.319614477456,138.09919072645997,355.3627268245446,26511.324441766043,96.53231180186252,21093.54904189488,2293.8048385247534,1794.9359000178774,2471.4092181721876,151.7902229235435,6919.06260801305,488.18284471911215,1155.4694087700364,749.1546700313629,4882.005406892539,707.6092216061879,277.24799239173836,316.88397336099905,166.13484925156152,1146.104756474495,430.27773519320084,38749.13569397159,702.2881571955633,6277.4611172117875,230.23330365234733,1575.4870076228708,870.002584374881,76.73147261055736,1894845.773010254,275131.0,1872.8647292256355,2731.0,1706.2584500014782,16602.373510599136,0.0,197.87941180919634,37142.64354920387,25352.517632126808,453.30822585629596,11520.0,-6342.206558562815,3822.6998612284665,205.50272223493096,0.0,0.0,2196.0966709645577,101805.6840031147,2379.5793518424034,0.0,0.0,138500.15441131592,322.5095294481375,1020.711528611576,1456.7766894230106
BaselTMA_SP43_90_X7Y6,1021.8936306072628,6750.179881036282,1973.937079558149,12364.827825248241,11816.408456265926,16017.523858726025,30960.93029475212,22659.105101943016,2376.787070690836,24215.78161895275,45830.82242894173,521.6857456085972,5441.953721676765,6519.214646508724,248.70928040166214,2471.5151852172125,7187.081769825632,2052.240991715258,1913.781635150164,248.95805363824928,4968.737407777465,480.77399042297617,10761.473302907114,4776.774749434619,15607.811036534005,431.24757032285186,715.3883302505554,502.02634425229144,308.7569521477315,968.8148711211979,566.787756530306,134779.07965318375,3798.698073694541,2392.8591849094405,555.9745810808505,2898.6630040003706,211.21359678214694,273.4136306728032,2095579.1654052734,274303.0,2163.6840364038944,3188.0,2045.521520525217,15942.34255194664,0.0,102.24772417542779,40815.248923778534,28394.388331651688,667.6287009337211,10618.0,4926.6551711931825,3649.0385668873787,283.8099601548164,0.0,0.0,2303.1723221823745,110781.1590359211,2827.903025329113,0.0,0.0,135103.6679725647,490.96947533978255,2236.4908714474454,1851.9091926269443
BaselTMA_SP42_91_X11Y3,2634.5606469617433,7437.930298388004,2186.125685863197,13798.328299164772,13106.866712987423,17656.765929579735,34187.77805507183,24869.36945873499,44642.41564061369,28104.853392757475,53435.22518417239,8185.078048993946,10443.968913186434,50465.83264935462,699.4107180627306,5683.463477947078,9159.896081366827,5674.710911838371,26790.16779216601,570.5235974109848,142970.5549695754,12298.465057808658,8145.694553079607,2198.4058152478697,22286.939776642404,842.1410446232649,1078.974305936334,556.4388314346742,565.3790083844308,3178.4498378522694,701.4305796314088,129427.80627343811,566.7052296973757,1283.3912977717835,218.85530026199325,4832.263363823548,9027.967187605844,1020.5362335051562,2747102.7012939453,387131.0,2844.3989482969046,4085.0,2614.688399642706,18912.004677057266,0.0,420.657293158549,55307.10049986839,37307.18179118633,1454.0645148898948,18802.0,13036.803295999765,4384.4038654118785,589.3824205249541,0.0,0.0,3393.0389153836754,147738.8959774971,3639.408379137516,0.0,0.0,207921.7434501648,2440.5951755066903,3436.6663956434763,8932.784575964195
BaselTMA_SP41_92_X12Y7,2201.4716621453504,7752.156793087721,2220.8624901138246,14076.140464961529,13314.212074518204,17967.373626828194,34920.599752902985,25440.550033330917,6800.053654948186,14498.651994138956,27493.24286222458,491.78620596198505,881.6814793413146,131132.22168044714,297.73415861443993,29771.30055851835,23626.073649715905,2795.35485407916,6213.879886266591,307.81713550587574,35314.20660396931,3366.752612603761,2909.5863232201923,1432.262071837023,16290.881299872612,2999.2228960150387,920.2114042623768,20104.84563741639,410.67338513173524,14000.025110781193,1235.6656821927907,316844.0688034939,6812.769955238023,2021.0599085989727,618.9888858990014,2843.744397305922,3403.1184830625384,1375.6463063554713,2326279.0851745605,333495.0,3124.239880874753,4524.0,2987.100985646248,18818.87675154209,0.0,385.59711744439574,53993.97505187988,36646.657749056816,893.745680568749,28224.0,7066.461711280048,4208.7742574214935,330.0865001955543,0.0,0.0,4346.276304228534,141170.09394311905,4060.8716970682144,0.0,0.0,185081.76420593262,2142.842556777465,6263.71358951651,3462.0618148419417
BaselTMA_SP43_93_X15Y5,3225.938109453924,9853.75449258089,2886.22455201298,17954.998746991158,17170.585789084435,23285.030247688293,44820.24383687973,32825.59581446648,36107.597718190475,23389.957197017968,44210.66772918403,5546.288026268918,10569.504066497395,123059.8078626175,1309.8305644540396,10233.244971920683,15381.04076043577,11270.094737074416,15072.621237768142,602.1033398520631,26908.616805561,1177.2015994373821,9144.539599143609,4378.3076501176865,21046.936391660438,966.7982210828465,3256.054329085313,689.2609214466185,545.9534414820045,2845.1217025071383,599.4486576855305,90625.11174325249,647.4085684419709,1367.8516125405517,329.4387668690294,7115.776257211207,1595.442377362488,123.64237332043362,3520523.1661987305,455160.0,3653.7541525885463,5282.0,3456.9466573596,16394.77185881138,0.0,366.72242257352383,68465.62876200676,46453.35125565529,2332.689413586485,30988.0,14558.342251002789,3810.2760434150696,764.2899855333377,0.0,0.0,4940.363296204122,180928.09495401382,4731.3696947693825,0.0,0.0,247693.33084869385,2312.045845134339,2470.110233690729,8457.081617044874
BaselTMA_SP43_94_X12Y7,1308.8981009554434,5597.4473449885845,1634.9062382020056,10271.85574388504,9825.965089917183,13318.889198958874,25757.305418610573,18891.933563292027,22772.679496420158,21768.934970125556,41111.78215280175,1305.1461706683422,1677.1133787713181,17830.28544877169,1047.172735138366,9005.110577620062,12646.552813074282,1488.1410603333034,2981.420895014831,270.049915838579,52150.28717938815,3560.002676987769,1454.5403049221964,3458.582821181565,21763.596315028055,709.2232973794868,985.6212463880249,349.2590527849752,411.9775649741581,2117.286125268787,398.69689347209277,80387.84529184047,874.7677399280373,1343.9619752124693,329.4802622250315,2119.369937629269,7251.808182675973,144.78926271110836,1847888.8173828125,338606.0,2041.4732916392386,2991.0,1879.7126995176077,11125.717977285385,0.0,72.2744625414115,43760.20229649544,30031.57665503025,986.9191064399946,11466.0,8472.057550076395,2537.2113810181622,177.65150377573414,0.0,0.0,2249.5699220438087,120197.24898457527,2645.925969004631,0.0,0.0,151884.48679351807,414.4548680781164,2142.89658243939,2905.423082420278
BaselTMA_SP43_95_X13Y2,1090.87256515679,4826.001255810261,1408.8199994787574,8821.0314514637,8449.893589377403,11458.144813537598,22109.361192941666,16225.994327902794,11894.730232922851,11358.879975385964,21471.992293715477,2602.5644425121122,1979.564349789295,32768.74162032183,170.33302972855725,9917.700630198604,13514.252796019995,2327.4992088411827,6934.737517215813,214.5687343596174,46693.614260350245,1918.189326946709,2280.404444561163,1205.5167336298132,23632.800140439056,368.9295603232316,429.17378780772617,218.41369710993217,289.48111742413306,2417.7564262747765,300.5856449159027,35538.471974484564,404.2040193694703,1930.535700799274,136.36252565987863,3003.8980686285654,3100.8076734621945,188.17005302808548,1736387.244934082,289037.0,1853.300156146288,2640.0,1629.0530864298344,13066.155973672867,0.0,109.45481604220953,38637.47231173515,25846.783421278,805.7828004896984,10416.0,-10759.792048837991,3004.51825645566,243.4604598497971,0.0,0.0,2003.0138463527298,105735.66797399521,2306.5764827132225,0.0,0.0,112225.46912574768,847.6243129724594,768.5882787261636,2799.5891793117626
BaselTMA_SP42_96_X9Y3,425.8579224341736,2481.0118034482,737.4569090902805,4627.786122620106,4397.997533857822,5902.587457239628,11419.379457473755,8327.23804306984,1104.4852541452142,6428.905685551465,12207.068556979299,142.96978776689446,175.63393412697158,13032.257640811622,77.18571510389341,24933.19181411473,7809.599847539245,919.6024651268112,554.884926421147,88.87097347113271,8377.028632944866,572.5176325917723,887.8390365461265,403.489330471161,9147.609385342832,268.54359069778747,106.66996131034051,153.01195315843356,149.98157551751763,912.7557163238525,161.54055050361734,18906.9162093489,286.38023922411253,640.770259530329,85.81326258689256,1836.6938118763442,2214.5528758233504,31.084471915685704,850697.8624267578,133375.0,813.1006252467632,1203.0,767.0044780373573,5613.922996759415,0.0,98.16962354869379,17448.23528456688,11920.390768527985,300.1013994515336,3128.0,2008.6121929492792,1303.2243178039791,89.48686980642438,0.0,0.0,697.1468530953797,47365.621973991394,1072.4386446475983,0.0,0.0,69072.78290557861,216.0190092494154,192.5463138436052,954.6763045455635
BaselTMA_SP43_97_X16Y6,1971.5718043405193,6123.327881783247,1811.6150117591023,11215.632169604301,10768.839704364538,14613.718194067478,28199.2852666378,20710.062662780285,12614.623701132912,15002.232000082731,28378.31123882532,1905.7042674340469,3532.9259114634433,36655.10191329918,318.5564633567875,6514.23532079255,16066.482258874405,3642.4229716040722,10077.872953842263,301.4938844497912,181503.12778980756,10486.640723961224,32440.15109825113,2897.700824882825,15212.76950419715,547.811947049042,602.4211386070823,361.58896559036555,453.6915252423725,3308.077369593084,569.3439014415866,82560.43681950406,483.0664945212066,1131.5317373969397,169.96903517939452,3235.790955574026,15491.882290380838,2509.962253754057,2320952.117980957,411353.0,2566.731808528304,3641.0,2261.0273403525352,14582.490567207335,0.0,125.43701233418777,54411.05388712883,36288.3571434021,1186.9298946071792,16898.0,12515.382537636906,3339.233737871051,317.8758277576437,0.0,0.0,3073.5389589113684,149214.4789352417,3184.622957289219,0.0,0.0,168579.00290298462,2155.6226213005075,5373.156947234649,9428.120783851577
BaselTMA_SP42_98_X11Y5,745.8558503077285,3773.2753179073334,1112.7778697758913,7064.568597912788,6676.999475330114,8982.527594447136,17457.90005159378,12665.75017106533,9483.01574951162,10218.275316432118,19417.582430280745,898.6646497520376,5152.743068700561,20713.444369414978,90.90679583195212,9113.637406996027,5418.442718482432,2001.9046383254272,3797.4888034937403,145.926247478096,64544.31359146705,5880.733127922393,1642.0852178953405,766.8156646356293,6517.25804234924,250.43342838322863,350.97188216615336,123.24570780890596,226.090908013472,2250.9529933147132,283.27582866262753,27911.350912147846,178.7036400474731,479.7312418245719,104.9649213848141,1864.5140647198737,16438.617438828434,966.9526743687019,1753053.7576293945,325061.0,1762.0377043783665,2514.0,1530.3874109983444,13986.652520179749,0.0,109.23988084043643,40347.6546561718,26747.010991334915,420.8925726128654,9574.0,1249.0219475515185,3228.6017906069756,217.77452029148105,0.0,0.0,1905.9936886224752,111956.72699952126,2178.650700300932,0.0,0.0,149202.6947593689,2476.614525988175,2651.7085376892383,4035.12929146598
BaselTMA_SP42_99_X5Y7,328.5869038166577,3223.2902003526688,956.6308957599103,6013.77591240406,5703.599309563637,7674.781844973564,14878.763460874557,10823.944103717804,2453.4546570938724,8487.44487272948,16121.490003079176,102.5806228699819,256.0673350238737,14256.48376888536,79.26633081012118,1194.9495858791308,1839.5915618479073,732.7783153027892,1795.644300850852,82.47310205529413,5525.851054639138,231.45190249776826,496.06642822478153,308.3000247174794,9547.347452500826,150.15026706830963,123.55072374141812,146.6798090083557,140.83940032500198,701.3468176107854,140.05916139481238,37123.48980652755,976.5627439135932,525.813394662749,152.50343052051366,525.7337044958073,755.4633160923632,66.28736073200052,1348339.8217163086,174640.0,1251.8762359917164,1920.0,1256.8798204362392,9458.45459699631,0.0,161.86492302424773,24328.01938676834,17632.70301246643,267.762066951802,5736.0,645.6804524343468,2193.59189337492,144.96337596979012,0.0,0.0,1259.376647659542,65740.34094381334,1732.5187647342682,0.0,0.0,113091.24354934692,219.4497523043646,812.0810100399142,753.877780180275
BaselTMA_SP41_100_X15Y5,642.7542952704426,5476.6350440979,1535.0252216756344,9820.078635513783,9296.919597029686,12493.457117438316,24418.229079008102,17643.982969880104,6933.5967951895545,8671.583061635494,16505.570427387953,626.5074091227768,2227.0338782019157,32839.20967142825,405.39355017355354,4928.832924346704,9207.334059386349,1748.1512591681271,3105.1500467676665,148.55327932502067,17282.785475656703,1024.1168032980052,2483.5055301349535,454.07354563449695,7870.053243502425,208.7669400951473,3107.37565352508,232.53987026304765,189.47914899808805,1716.3751576971263,247.7438851745334,34959.78868553155,379.9166880685153,4518.03600181032,193.16674280655155,1335.3897694716347,5426.145675354838,295.21852393532356,1671686.9981384277,352513.0,2451.223217256367,3557.0,2272.0393704771996,17900.70947933197,0.0,253.8139953900778,49185.55454301834,33679.66584825516,391.0264692324111,17730.0,-6129.215771166608,3920.913793504238,238.45846839225854,0.0,0.0,3129.1302486293116,133214.9549369812,3151.0015218257904,0.0,0.0,134809.8125114441,501.3022729173609,809.9773357859376,1645.9327810580114
BaselTMA_SP41_101_X10Y8,817.5759508626282,4632.21799403429,1300.20783502236,8318.863882243633,7881.866750657558,10621.719836235046,20686.644075632095,14963.273287296295,5498.517903485856,4993.911556601524,9436.866016745567,559.7103265530765,2092.8913939555055,38900.58317887592,245.25755573442368,1799.280282795443,1324.1225146411732,2517.4768243039325,4134.580031642526,164.7767454397853,49098.617776672916,2042.9102977097032,2409.5273676798106,347.5237908645732,4525.044754825835,340.98455946854114,183.39888262225813,197.17614250024727,196.56110398293265,1922.749683201313,259.03732799021793,30483.50665956838,219.9703666958486,568.1943071899975,102.23247882876292,1335.8999359285567,2662.3311735300254,284.1619618552144,1657681.1876220703,350959.0,2354.9108788892627,3433.0,2188.903402119875,17285.239254951477,0.0,261.6844552533342,48093.856093645096,33118.641612291336,466.05318092357476,17384.0,-6085.934073405339,3825.474332690239,273.7388933820185,0.0,0.0,3064.262741152419,130996.37595844269,3034.8866273760796,0.0,0.0,131017.01003265381,894.0578865382943,2131.975369390453,3608.032130117927
BaselTMA_SP43_102_X1Y4,584.9948067773711,10298.216010034084,2996.7920330762863,18827.17028617859,17965.955395817757,24396.47751033306,47200.93081903458,34553.40589737892,1391.4291060708063,26623.726506978273,50367.57971817255,210.41441488291937,1959.336244741637,9239.333561930825,951.7741128618737,1561.33417947713,4349.517844541506,559.1142441246583,1447.5150809999075,137.90190890911126,31055.71037655977,7834.133522282298,2557.1182682232816,335.7968235333199,30659.648094722947,188.86400712693043,211.23584009125432,295.28479603192255,132.75260173728654,1985.373242514208,374.2362625496109,60336.078243727025,167.94488416563732,673.163481076412,172.9289746954324,802.5526923443462,2305.205942542196,677.7284060516924,3493513.0759277344,431294.0,3544.8407791405916,5143.0,3319.2230041623116,26419.727664232254,0.0,165.9789364648918,65255.4250125885,44752.23571908474,405.778077877866,27386.0,9005.650288826086,6039.1213393211365,413.89336564950656,0.0,0.0,4692.429172374054,174322.21299219131,4568.0040064156055,0.0,0.0,218687.89178085327,281.4753345243579,531.2885399433051,1332.6248353628573
