HM_1,HM_2,HM_3,HM_4,HM_5,HM_6,HM_7,HM_8,HM_9,HM_10,HM_11,HM_12,HM_13,HM_14,HM_15,HM_16,HM_17
1.46176220293752,1.33946735335785,1.1047241322124,1.1887077671478,1.64189829789703,1.48738406188687,1.40425154145924,1.67351334179198,1.08187456365818,2.35189866697589,1.29707501036508,1.70634612614641,1.77993482215534,1.16671066648535,1.18209184986026,1.14563077315928,1.38878323970288
1.46916530557268,1.33126045925811,1.10558981497817,1.20516347901736,1.65799442621811,1.4954219120241,1.3952444914765,1.66991649535422,1.07737906659633,1.76737187580158,1.30127789342465,1.68747779522304,1.79177769381114,1.15588181467377,1.18122624268694,1.13001478142924,1.38986439728082
1.46823546281813,1.34054555012482,1.11294529559482,1.18664687557485,1.65436688427882,1.50164122036558,1.39860508135035,1.68488451398419,1.09527115627266,1.72312111752721,1.29396542240801,1.70806536516907,1.77689147321437,1.15901706029574,1.18786768628395,1.13533245640854,1.40041643976432
1.46265754562932,1.33507238078245,1.10732364712021,1.18760839925061,1.65041577319946,1.49103793789247,1.40134318391362,1.67632251002721,1.0911920459501,2.52966812882434,1.29974672113763,1.69992149143455,1.78853927096065,1.16612250132216,1.18449871784656,1.13222062645658,1.40827577218119
1.46055623205098,1.33921306150685,1.1001487227798,1.1954849444152,1.64598296491127,1.48962342572177,1.40466704090577,1.67907486751382,1.08652807747898,2.20064221080004,1.29607464111015,1.70262348993589,1.77472102355053,1.16541945062591,1.17903595682349,1.13798158553583,1.38728409993242
1.46662174018151,1.32733276886515,1.11331831624508,1.20170037286306,1.64362859926914,1.50012120889679,1.3980190367828,1.68158059624658,1.07257812870274,1.77786856142764,1.30545856218034,1.70888085152392,1.78127244833239,1.17317973210373,1.18680674635481,1.13555700698798,1.39566271242648
1.46238693314393,1.33412543297527,1.10902320102621,1.19245991178463,1.64593904513193,1.48448229102407,1.39996687583517,1.65043187092217,1.07630139095517,2.27808453760056,1.30209620747778,1.70888916897968,1.79753739158825,1.15862639377157,1.19341419463857,1.14064117869338,1.39071469932512
1.46414965802255,1.34128519881538,1.10899800922967,1.18981610975007,1.644278830795,1.49300635383233,1.40091846581149,1.67779674151121,1.08979870076604,2.35444333485521,1.29625868039053,1.70677629436548,1.78510892078026,1.16722839860179,1.1850797603247,1.13539199826775,1.3987781316814
1.46034020158322,1.34082545303777,1.11110180592972,1.18704681891241,1.63795468488082,1.48539987039736,1.40334945211946,1.67226661865125,1.08576732797813,2.2597005972676,1.30572663120711,1.70219340397016,1.78558446659198,1.16644415994516,1.18431872020767,1.14840891594251,1.39374950426853
1.46210774530333,1.3372480065093,1.11148801784083,1.19054270017509,1.64597633041838,1.49440106409816,1.40749020804414,1.67268759408322,1.08468899583943,2.07767757819291,1.29193730002759,1.70290019348841,1.78443296113086,1.17218030062908,1.18408557318254,1.1478175032529,1.39469663233384
1.46427232744666,1.34689626459484,1.10659984388295,1.18681378491964,1.64327970004691,1.49436801333263,1.4042876979018,1.67181966465964,1.08192480733246,2.52832461600173,1.28945221612095,1.69861720705334,1.78702262372533,1.16511342134846,1.1811128717588,1.12824808257085,1.40206331491995
1.46440684130933,1.33122831437504,1.11037201315796,1.18746778846542,1.65066447697636,1.49278719092584,1.40515827946472,1.66770802000316,1.0935671113435,2.24458949556171,1.29461463222987,1.71566267795659,1.78376491456177,1.16516033718526,1.17486931291071,1.14216079429777,1.40103936111187
1.46548233841082,1.33552479557409,1.11352130081939,1.1815545673537,1.64007102505332,1.4862833118424,1.40557949898482,1.66560194780684,1.09219395977187,2.2959608413101,1.29624784463212,1.70278606066062,1.78533250815848,1.16660610355213,1.18588933719714,1.14117850120294,1.39394134822512
1.4662530451026,1.33944800255248,1.11005473388027,1.19307008164601,1.64507728795078,1.48866098947584,1.40604223781755,1.66774689018078,1.08612573157882,2.42793305018606,1.29518406094835,1.70526900963475,1.78551565632826,1.16818858692103,1.17658224865431,1.13854707792468,1.39420133898021
1.46160139080715,1.32803371381302,1.12076924973039,1.19626754021113,1.64763083120455,1.47883413331073,1.3925216434188,1.6688456091009,1.08253819385246,2.4336320869257,1.29429927236807,1.70338917087961,1.79201181272061,1.16105551873668,1.1841143432978,1.13048542312373,1.39509652436745
1.45383171079598,1.34347343211699,1.10688945338715,1.18340902513344,1.64960602819088,1.49439081740952,1.39733420141184,1.6665788102192,1.08422260160169,2.8795479865629,1.29073090108973,1.69393310982993,1.789159464904,1.17511902078319,1.18468996407872,1.12567066001781,1.40878844466619
1.46391186512564,1.33692665621668,1.10930844361442,1.1925394587537,1.64952162548651,1.49795574277535,1.40486061003608,1.66922381169242,1.08657375259068,2.11238873054152,1.29521720195628,1.698383972742,1.77977160566554,1.17330956772119,1.18487973801064,1.14707215518345,1.40001792940945
1.45595176199772,1.32419963469252,1.10837022452936,1.18960977392925,1.64555835291621,1.49173732707336,1.40658639865235,1.67781204584841,1.09001990887905,1.70221330875226,1.30670229345863,1.69459247346796,1.77897188504592,1.17571788038007,1.19246675315617,1.14205883357082,1.39196593197759
1.45174205327339,1.32722827442784,1.11112296386684,1.1855548616516,1.6356755104489,1.48181951424995,1.39978453910562,1.67386112647542,1.08487675537769,2.21293810116894,1.33022348871136,1.70714182071216,1.77798042977983,1.18364836155089,1.18179981631809,1.14237914338252,1.40604243214795
1.46195959958674,1.34616419325305,1.11106574636258,1.19061990450131,1.6511398942197,1.48904275826388,1.3994282783615,1.66927613119511,1.08805723015919,2.17322316346761,1.29715706375112,1.71150622502536,1.77904476257329,1.17166434019539,1.17416878388483,1.13924764374219,1.39547499304227
1.46274604843454,1.33196291044294,1.10158827962207,1.20283609519148,1.65824525957181,1.50128619781619,1.40135953501239,1.66695786966973,1.09463413380399,2.04926680968924,1.29448442366246,1.69507932193729,1.77493823461348,1.17275810464836,1.19175441027866,1.14269738087862,1.39976232400892
1.45583769093748,1.3345606397612,1.11669623559164,1.19526206148929,1.62778799974927,1.48581257278711,1.41643446299459,1.67779441483452,1.07167012246571,2.47824504627682,1.30076547304659,1.7049166118266,1.78827055129707,1.16300210640954,1.18069504729753,1.15667786735979,1.40931608851697
1.46395238228926,1.33617867046733,1.11492049424613,1.19008295683829,1.64241292164653,1.48600749040295,1.40560148314604,1.67478219169205,1.08260417476243,2.28812866986675,1.29519181695822,1.7054176683397,1.78126503213669,1.1663949822851,1.18338151448418,1.14740504983796,1.39747643540785
1.46023092333112,1.33144347247522,1.11233466663374,1.19791048465973,1.64362969241303,1.49470079986128,1.41563728944299,1.67004906565664,1.09026392501078,2.13838616907422,1.30113030799454,1.69714220916139,1.78446121676334,1.17222762039736,1.18777256070945,1.14672364180524,1.38896883050497
1.45366022912258,1.34266966414804,1.10975864417189,1.18853086004909,1.64094520125192,1.49144232731821,1.40916885454348,1.67487052034907,1.08634530222201,2.29388424431417,1.30377266536133,1.70380557400354,1.78473738933232,1.17873877181705,1.17897768482482,1.14111529195359,1.40753775517791
1.46628285918002,1.34109189865335,1.11427449129916,1.18581889769281,1.65373888387404,1.50275203494445,1.4023048951582,1.67661834341094,1.08430174963985,1.4737274064398,1.28794911607565,1.70831192225608,1.7857944915147,1.1633619613595,1.1899213565299,1.13685485033683,1.39822645241072
1.46155355998823,1.3378699957227,1.11076252751658,1.18651784089495,1.6605930976162,1.50080442380143,1.3974804310118,1.68879675222447,1.09148416323477,1.46313261638481,1.29828184924838,1.70867090617303,1.78442329269138,1.165767326884,1.18918479866744,1.13569797606171,1.39363431604424
1.47119861868928,1.34062143022286,1.11545209234507,1.19023198730633,1.64660358302681,1.4854566439413,1.39775314853176,1.65901749521549,1.08339054459335,2.5493517216286,1.29764744612035,1.70266098021598,1.78420273496846,1.15615139135091,1.18607360101987,1.13000124818576,1.39140745370996
1.46063069413071,1.35566062656418,1.11909910495407,1.17717256299126,1.62667286927768,1.47639820611328,1.40161308217259,1.66659383704381,1.09222405611584,2.77519845861244,1.32179208120771,1.70166609450273,1.78410938998649,1.16197263602162,1.1705819470149,1.12430963608131,1.39712443110046
1.4641352167498,1.33748736872174,1.11364427801435,1.1896835107363,1.63702981182726,1.48748186137219,1.4079515780972,1.67583733827463,1.08028441766838,2.27691889069597,1.29604819640241,1.70227107267149,1.78002866470577,1.1671714543837,1.18238077919701,1.14957482355912,1.39854338912483
1.46417985268383,1.34249739599246,1.10374927041502,1.19485919134255,1.64575736558112,1.49603208966391,1.40708019948653,1.67745009864295,1.08581757684907,2.22280840168605,1.29831385275553,1.70436315569716,1.77983974674642,1.16647546195513,1.17957514245111,1.13865810657302,1.3937037887324
1.45754738707538,1.32388167929269,1.10445202875645,1.18640804703483,1.64480130618176,1.48904064237105,1.38987896562775,1.67025563780925,1.08878090684894,2.3461860523639,1.29579796642787,1.6954462359001,1.79884098239638,1.16440930049343,1.17978246289293,1.14912700167637,1.39422959605403
1.46649783255327,1.34867641595911,1.13264226666559,1.19288418314065,1.64317912897571,1.50177749803821,1.39522292745898,1.68666708128707,1.08417451320385,0.900242773175023,1.27526618059193,1.71218588336478,1.76788609153237,1.1606958297939,1.19883232898328,1.150025660271,1.38625155502485
1.46817242894001,1.34631511789362,1.10483170457461,1.19900434937085,1.63655539775815,1.47589030791529,1.40369809249896,1.66825340637242,1.08968986348622,2.64743794906651,1.30054736279432,1.71457734567771,1.78965493355152,1.17296949146658,1.17195264683113,1.14024206930071,1.39789125855946
1.46598081010037,1.33729001937634,1.10513919246821,1.18871058563286,1.64692810677383,1.49079314039391,1.4048116697565,1.67348347797477,1.09067530077009,2.14357817962185,1.29933993133778,1.71059021802928,1.77818487529521,1.164448539339,1.17740049224962,1.13174412088888,1.39561707444769
1.46112703584854,1.32817301777519,1.10614900336679,1.1948038668885,1.64336368304059,1.50315867161233,1.40569428031552,1.68989449403904,1.08877210138065,2.24626572487173,1.29749947423999,1.70555477102527,1.79500463799674,1.16253108137402,1.19507681164861,1.13093405261411,1.39426024192254
1.47084676400391,1.34642894330594,1.11072317311138,1.18966078314793,1.64914054476312,1.49768475784083,1.40062223121344,1.67692970980792,1.09586520442043,2.21830519769694,1.29601026972235,1.70680722091282,1.78052754341389,1.16162863937157,1.18525166849676,1.13659200926677,1.39975028803351
1.46492830253804,1.33786152238858,1.10966931674907,1.19853238642213,1.64371111807877,1.49248351331567,1.40600970623096,1.67210355842306,1.08745412407474,2.14110577809018,1.29425052201508,1.7044975291465,1.78312290544181,1.16905054424635,1.18334114917684,1.13531769183814,1.39023207720132
1.46172907898316,1.34009347551913,1.1090631063929,1.18995822044299,1.64338444189666,1.49488191523828,1.40947333868545,1.67384098153705,1.08308873043585,2.12154738817698,1.30011835797042,1.69976014086995,1.77918030969524,1.17340578393547,1.17732912407491,1.14469394648594,1.39748898493567
1.46064530072362,1.33121391400431,1.10991886986892,1.18332917147187,1.64074304123444,1.47879529506424,1.39668696781701,1.67424302256826,1.08881737092662,2.47264572283586,1.30697521226103,1.7061680235631,1.78426053767792,1.15829998853728,1.1771800123241,1.1328155719696,1.39238932514862
1.46001820306253,1.34396319973959,1.11302358310303,1.1940856489563,1.65291195529408,1.49009678536983,1.40368654152772,1.67041935349596,1.09275116662699,2.18630207413145,1.29259109007706,1.70811700093107,1.77954113448045,1.16753197545886,1.17730001799809,1.13781235223037,1.39416927230206
1.46122525427999,1.34190311977013,1.11473433402368,1.20088055504525,1.64825268898005,1.49825824800953,1.40650743199162,1.67194499379128,1.09136928271406,1.8355694513582,1.290809051157,1.70587902805357,1.77963880717871,1.16663151323889,1.19237111059682,1.14146909589967,1.39633942539242
1.45612997741939,1.33857820800464,1.11283941304955,1.19472718101517,1.64988781235128,1.50014023690968,1.40557157256506,1.67433716580193,1.08681484930682,2.14438613886903,1.30504999708008,1.69666150140494,1.78234579720858,1.17251169446496,1.18168898616183,1.136060073112,1.39708520557192
1.46291531997484,1.34249199248791,1.11789874685251,1.20358898783072,1.64615766949316,1.48376894401122,1.40383198493825,1.67830629750435,1.09732651551096,2.07275924679153,1.30270477644256,1.71172507551204,1.78039205544727,1.17089200141344,1.16959394662586,1.12915047362228,1.39807940130596
1.4650028413005,1.33487361933827,1.10973704415764,1.19254374542925,1.64769935859424,1.49383458297266,1.40300678428941,1.66482172602487,1.08379917709272,2.31873211664031,1.29650993735068,1.6991629659181,1.78685269869927,1.16623782098053,1.18421012178727,1.14104596592034,1.39429976738265
