B_Cell_1,T_B_Cells,T_Cell_1,Macrophage_1,T_Cell_2,Macrophage_2,Endothelial,Vimentin-hi,Small_Circular,Small_Elongated,Fibronectin-hi,Large_Elongated,SMA_hi_Vimentin,Hypoxic,Apoptotic,Proliferative,p53+_EGFR+,Basal_CK,CK7+_CKhi_Cadherin,CK7+_CK+,Epithelial-low,CK-low_HR-low,CK+_HR-hi,CK+_HR+,CK_HRlow_p53+,Cklow_HR-hi,Myoepithelial
0,1.435636983,1.736666978,2.280735023,0,0,1.435636983,2.850610331,1.435636983,2.477029668,2.213788233,0,0,0,4.857898433,1.435636983,1.435636983,0,0,0,0,0,0,1.912758237,2.213788233,1.912758237,0
0,2.252442157,2.614169993,2.905654671,0,0,2.650382166,3.897864426,1.252442157,3.121673877,2.252442157,0,2.875691447,1.729563412,2.206684666,4.998063378,1.553472153,1.252442157,0,0,1.854502148,2.650382166,1.951412161,2.252442157,2.428533416,1.729563412,1.553472153
0,1.597926136,3.279167373,3.338288825,0,0,3.177709732,3.614959475,3.59356133,4.450406129,3.221175426,1.898956131,1.597926136,0,2.376077386,0,0,0,2.29689614,3.29689614,3.14199418,2.07504739,3.16612786,2.443024176,4.362102268,0,1.898956131
3.202542021,2.521300784,4.023727904,3.353809696,2.776573289,0,3.746610065,3.71995787,2.863723464,3.570518806,2.968458815,1.822330779,2.822330779,0,0,0,0,1.822330779,2.822330779,0,0,0,0,0,0,0,0
4.759617619,4.249164271,4.26436157,3.158702014,3.857672019,0,3.260159655,3.697293385,2.305917146,3.026076449,0,0,2.00488715,0,2.00488715,3.202167708,3.635823269,2.482008405,2.00488715,2.101797163,1.703857154,0,2.180978409,2.907977137,1.703857154,1.402827159,2.658099664
0,2.408584758,2.931463504,4.00150137,1.931463504,0,3.161912425,2.952652803,3.603561361,4.439319375,2.232493499,0,2.408584758,2.952652803,3.354709377,2.776561544,2.232493499,4.282679849,0,3.436613482,3.888112083,3.69861937,3.74437686,2.776561544,4.13012059,0,2.107554763
0,1.542637449,4.045064569,4.038181786,0,0,2.621818695,4.188059718,3.511120397,4.367413911,2.019758703,0,2.14469744,1.542637449,2.14469744,2.584030134,0,0,0,1.542637449,3.250207625,3.195849962,4.232833529,2.019758703,3.908125433,1.542637449,1.542637449
0,2.130985482,2.784197996,2.130985482,0,0,2.807679091,3.141709347,2.52892549,3.355000293,0,0,0,4.027236044,3.684261528,4.798671864,3.314255325,2.227895495,0,2.130985482,3.097127215,3.307076741,1.52892549,2.733045473,2.829955486,1.52892549,2.006046745
2.804347163,2.485588401,4.013862178,3.5067777,1.406407155,0,3.992994459,4.210546587,2.911557133,4.035816754,2.309497142,0,2.582498414,1.883528409,4.771707903,2.70743715,2.821380503,2.911557133,0,2.520350507,3.549421955,3.105377159,1.406407155,3.03987561,2.610527137,0,2.44779984
4.313948782,3.28036736,4.325229793,3.504763298,3.536585011,0,3.581397355,3.891903243,2.226009697,3.382356898,2.734165186,0,2.748888443,3.411646274,2.313159873,3.9776309,4.443785997,2.350948434,1.873827179,1.271767188,1.572797184,2.417895224,1.748888443,2.924979702,1.572797184,1.271767188,2.116865228
0,2.006666954,3.221510802,2.851764994,0,0,3.205324041,3.466059442,2.799058644,3.700393903,1.608726946,0,1.30769695,1.30769695,2.261939459,3.466059442,1.608726946,1.608726946,0,2.898761557,3.093026785,3.667532432,4.794410726,3.100088639,3.538145871,1.30769695,1.608726946
1.773927496,1.950018755,3.004376418,2.728170006,0,0,3.397176787,3.863832608,3.27223805,3.887870849,2.619025536,1.472897501,3.096146791,1.773927496,1.773927496,1.472897501,1.773927496,2.619025536,4.751651102,3.074957492,2.42714001,1.773927496,0,2.42714001,1.950018755,0,2.728170006
0,2.530416052,3.959090678,2.354324793,2.530416052,0,3.395717479,2.229386057,3.405477316,4.000238068,0,0,0,0,2.053294798,2.655354789,1.752264802,3.183628566,0,4.076547257,3.660749821,2.706507312,2.053294798,2.053294798,3.476540672,0,0
0,1.54231638,2.797588886,3.55934972,0,0,3.583709066,3.694604725,3.60677437,4.394796374,2.144376372,0,2.821069981,0,2.019437635,2.387414421,1.54231638,0,0,2.144376372,3.305744374,3.258319724,3.205074212,2.989474412,4.575337825,0,2.019437635
2.76889522,2.85907185,4.143502584,3.558041854,1.654951867,0,3.641723602,3.298404544,3.447343557,4.087921158,1.654951867,0,3.186430784,1.654951867,3.418379861,3.447343557,2.76889522,3.680257733,0,3.474495803,3.454292417,3.715649708,2.132073122,2.433103118,2.734133113,0,0
0,2.362181283,2.686692375,1.885060028,2.926452714,0,3.22085213,4.260418767,3.132214643,4.061151287,3.288752366,1.708968769,2.106908778,1.407938774,1.407938774,2.612058756,0,1.885060028,2.311028761,4.118056139,3.316423793,4.344452516,2.750361454,2.186090024,3.501360459,0,0
0,0,3.115057443,3.194238689,0,0,2.416087438,3.01814743,3.416087438,3.831060786,0,0,0,3.738306733,3.115057443,3.960155483,2.893208693,0,0,0,0,2.893208693,2.416087438,2.416087438,2.416087438,0,0
0,2.715784672,3.072331996,3.036119823,0,0,2.519490027,4.050968944,3.307860443,3.977588044,2.820520023,1.674391987,2.996611282,0,1.674391987,2.577481974,0,0,0,0,2.850483246,3.327604501,4.02269685,2.820520023,2.850483246,0,0
0,1.45404996,3.066833817,1.931171215,0,0,2.45404996,1.45404996,2.985528877,3.761545998,1.45404996,0,0,4.416892642,4.464773826,3.564639671,2.998118005,2.495442646,1.45404996,1.931171215,3.893382654,1.45404996,0,2.796472641,0,0,0
0,2.532827887,3.017127727,2.345741244,0,0,3.484650923,2.377925927,3.089130388,3.934228428,0,0,0,1.231797892,2.64677124,4.212709829,0,3.641731015,0,1.231797892,4.899064011,1.833857883,1.231797892,3.024189581,1.833857883,0,0
0,0,3.081423412,2.404729802,0,0,1.325548556,2.905332153,3.081423412,3.996721399,3.77115276,0,0,1.802669811,1.927608548,0,0,3.793895887,2.024518561,1.325548556,2.705759798,1.927608548,1.626578552,1.626578552,4.894453971,0,1.325548556
0,2.042378348,2.996620858,2.945468335,0,0,2.741348353,3.834770038,3.203746351,4.246498331,3.285416397,2.042378348,3.083771034,0,0,1.741348353,1.741348353,3.083771034,0,2.343408344,2.519499603,3.473742113,3.103076189,3.473742113,2.820529599,2.343408344,3.33241296
0,1.907188156,3.1246721,3.419071517,0,0,2.509248147,3.569945988,3.545677413,4.505431348,3.083279415,1.60615816,1.907188156,1.907188156,1.60615816,2.647550846,0,2.685339406,0,3.815673175,3.514643179,3.083279415,2.861430665,2.305128165,3.861430665,0,0
1.792699627,1.792699627,2.491669631,2.269820881,0,0,3.585091316,3.637797667,3.093729622,3.801299798,2.871880873,0,1.792699627,1.792699627,2.269820881,1.792699627,0,1.792699627,4.647005668,2.093729622,2.394759618,2.637797667,2.695789614,2.834092312,3.394759618,0,2.093729622
3.511020973,3.119814347,4.151222811,3.67565261,2.005870994,0,3.613326018,2.93528992,2.880932258,3.880932258,1.403811003,0,1.880932258,2.181962253,2.005870994,3.08505224,0,1.403811003,2.403811003,3.057023517,3.284624595,3.605208127,2.517754355,2.181962253,4.715564864,0,0
0,2.120273503,3.184731493,3.302117091,1.421303499,0,3.184731493,2.597394758,3.296364762,3.879185396,0,0,0,4.286999559,2.462696184,3.084061331,2.500484745,4.753337776,0,1.421303499,3.111499579,2.120273503,0,2.883701497,2.120273503,0,0
2.779183729,4.084144018,4.640337823,3.838161589,2.339851035,0,3.118002285,3.919634631,3.242941022,4.047421211,0,0,2.038821039,0,1.737791044,2.038821039,0,0,0,2.515942294,0,2.038821039,0,0,0,0,0
0,1.453367279,2.599495315,3.033150876,1.453367279,0,3.201555306,3.07661657,3.086835735,4.132795176,2.453367279,1.930488534,2.152337283,1.754397275,1.453367279,3.00966978,0,0,0,2.775586574,3.231518529,3.259547253,2.984846196,3.125465137,4.802644807,0,0
2.48973291,3.240731915,4.231528916,3.356825244,0,0,2.77055952,4.06847628,2.879703989,3.984898668,1.92546148,0,2.402582734,1.749370221,2.727093826,3.402582734,0,0,0,2.293438265,3.624431484,4.352514593,3.673649507,2.527521471,3.226491475,2.562283577,2.293438265
0,0,0,3.407280559,0,0,2.45303805,2.45303805,2.45303805,3.2311893,0,0,3.356128037,0,2.45303805,0,0,3.152008054,0,0,2.754068046,0,0,0,2.45303805,0,2.754068046
0,2.172135965,3.987713713,3.898047597,2.64925722,0,3.576969681,2.64925722,3.646352229,4.397445247,2.251317211,0,2.587109313,0,1.473165961,3.359656686,1.774195956,1.774195956,0,1.774195956,4.013495435,4.297942423,3.958887387,2.251317211,3.422555967,1.774195956,0
0,2.961439443,3.367979624,0,0,0,2.137530702,2.137530702,3.898455551,4.511055683,2.505507488,0,3.151771142,0,1.961439443,1.660409448,0,0,0,2.563499435,3.780983379,0,0,0,2.7743528,0,0
0,2.721665657,3.198786912,3.160998351,1.642484411,0,1.943514407,4.057457759,3.222268008,3.916642261,3.104882409,0,2.756427764,2.119605666,2.487582451,2.596726921,0,0,0,0,1.642484411,2.119605666,1.943514407,4.277968158,2.119605666,0,0
2.946608714,3.247638709,3.671664286,3.004600661,0,0,2.91442403,2.645578718,2.754723187,3.810497799,0,0,0,4.545295023,3.108689258,3.524756548,2.022329428,1.624389419,0,1.323359423,3.576212454,3.192591143,2.624389419,2.553808345,4.747423949,1.624389419,0
0,2.258591526,2.735712781,1.559621522,0,0,1.860651517,3.02201952,3.541892755,4.243568653,3.817300097,1.860651517,2.763741504,0,0,1.559621522,0,0,2.258591526,1.559621522,2.95756153,0,0,1.860651517,4.588192774,0,0
4.330752748,4.233067901,4.358854042,2.933972405,2.235002401,0,3.451021607,3.484879874,2.962001129,3.872936649,1.581789887,0,3.401333822,1.581789887,1.581789887,2.743157889,1.581789887,2.943517723,1.280759891,2.394703244,2.623182572,3.13201824,4.430594588,2.235002401,2.772121585,0,1.979729896
2.258682912,3.243959655,4.422043094,3.644884518,0,0,3.866137935,3.204807531,3.439573054,4.135670097,2.325629702,0,1.480531662,1.480531662,2.434774171,3.258682912,1.480531662,4.428944627,0,1.480531662,2.521924347,0,0,1.781561657,1.480531662,0,1.480531662
2.719213572,3.633783377,4.385998893,3.693659467,0,0,3.476175523,3.891148871,3.541568485,4.331997429,1.874115532,0,2.573085536,1.573085536,2.351236787,2.476175523,1.573085536,0,0,2.050206791,3.760606257,3.385998893,1.573085536,1.874115532,2.719213572,0,0
0,0,3.773907283,3.50090601,0,0,3.575539629,3.442914063,3.074937278,3.909569885,2.597816023,2.296786028,0,0,0,2.995756032,0,0,0,3.251028537,3.375967274,3.694726036,4.481477459,2.597816023,3.552058533,0,0
2.231021699,2.106082962,3.173029752,4.477150825,1.628961708,0,2.884234213,3.666388206,2.708142954,3.384836563,4.505756684,0,1.628961708,1.628961708,2.106082962,1.628961708,1.929991703,2.583204217,1.628961708,1.628961708,0,2.106082962,4.091359706,2.775089743,2.805052967,2.327931712,0
3.106557046,2.034675039,4.086213429,2.767068799,1.812826289,0,3.180803075,2.511796294,2.034675039,2.948488891,1.937765026,0,1.937765026,1.812826289,3.12103487,2.180803075,2.767068799,4.81786373,1.812826289,2.414886281,2.034675039,1.812826289,0,2.48183307,2.335705035,1.335705035,2.034675039
0,0,2.261561676,2.898383773,0,0,3.051612149,2.659501684,3.215804185,4.060902225,2.386500412,0,1.483410425,1.784440421,2.085470417,3.629538461,0,0,0,4.569770256,3.603984357,2.437652935,1.96053168,2.629538461,3.47904562,0,0
0,1.865383081,4.064040168,3.26332309,1.865383081,0,2.166413077,3.918461525,3.488632372,4.211736056,2.166413077,0,2.564353085,0,0,2.166413077,0,0,0,3.697891994,2.643534332,2.342504336,2.342504336,2.467443072,0,0,0
3.533307794,3.901757925,4.555915585,2.934550438,0,0,4.269126028,2.194187749,3.519840219,3.999235272,0,0,0,2.115006503,2.64648542,2.86319453,1.717066494,4.376031337,0,2.457429183,2.620156481,1.717066494,0,2.01809649,0,0,1.416036498
0,1.956032882,3.160152865,2.910275392,0,0,3.069976235,3.646228962,3.819355742,4.280315338,0,0,2.433154137,2.257062878,0,0,0,2.734184133,0,0,2.433154137,0,0,0,2.257062878,0,2.257062878
2.238929574,3.051842931,3.935722659,2.53995957,1.937899579,0,3.193172084,4.020684949,3.534496674,4.148752944,2.481967623,0,3.22793419,0,2.335839587,2.113990838,1.636869583,4.259083606,0,3.099267581,2.415020833,2.959088878,3.270338039,3.591112092,3.899320673,2.481967623,3.545354602
0,2.216379376,3.534442711,3.02255935,0,0,3.108473978,3.336953307,3.349918284,4.267917766,2.558802057,0,0,1.994530626,1.994530626,2.859832052,0,2.216379376,0,2.362507411,3.436487464,4.371715413,3.008771065,2.721529354,4.452916637,2.69350063,1.517409371
0,1.44750578,3.50820362,3.688055028,0,0,3.581044688,4.149936316,3.049565771,4.166007469,3.027289376,0,2.049565771,0,2.526687026,2.677954701,0,1.748535775,0,0,2.769725075,3.128747017,4.68328665,2.894663811,3.333996505,2.809233616,0
0,2.258574196,3.856269382,3.593027948,0,0,2.763724175,3.702618992,3.683455833,4.545927969,2.161664183,0,0,0,1.860634188,3.478682285,0,0,0,3.528087141,3.699483279,3.735695451,2.258574196,2.337755443,4.407793309,0,0
2.920279839,2.660642529,4.500634501,2.898003445,1.619249844,0,3.676154695,2.98097768,3.729839554,4.26270252,2.660642529,0,0,1.619249844,3.806770565,3.411641533,1.619249844,2.660642529,2.874522349,2.522339831,2.765377879,2.397401094,0,2.660642529,0,0,0
0,0,2.653284178,2.000071665,0,0,2.97779527,2.398011673,3.000071665,3.361799501,3.92175814,0,0,4.46989368,1.699041669,1.699041669,1.699041669,0,3.096981678,2.176162924,0,0,0,2.000071665,0,0,0
3.209946173,0,3.886639782,3.660415233,1.762788141,0,2.966908124,3.775625366,2.876731494,3.830974003,3.085007436,1.762788141,2.239909396,0,0,0,0,0,0,0,1.762788141,2.540939392,4.041541742,2.607886181,0,1.762788141,0
0,2.050108892,3.969186984,3.575153699,2.40229141,0,3.340143503,3.46508224,3.203923756,4.099326915,2.594176936,0,0,2.62414016,2.652168883,3.504953752,1.749078896,2.40229141,2.050108892,2.828260142,4.549452251,3.147018905,2.770268195,2.703321406,3.351138888,0,1.448048901
0,1.278221525,2.834524026,2.82228957,2.357402771,0,2.783371504,2.556975126,2.056372776,2.82228957,1.97719153,0,0,4.925017214,3.315648023,3.049073537,4.573568674,2.056372776,1.880281517,2.424349561,1.97719153,2.60044082,1.278221525,3.010615285,2.319614211,1.278221525,2.232464035
0,2.539327628,3.196904947,3.08899955,1.798964939,3.69659203,2.989296637,2.859662779,3.406419962,4.154990796,1.497934943,0,2.099994934,2.099994934,2.196904947,2.196904947,0,4.194291332,1.798964939,4.519537659,3.885324769,2.702054926,2.929298707,3.099994934,3.691059541,0,2.343032983
1.517619563,0,1.994740818,2.663747599,1.517619563,0,3.10868417,3.343694366,2.216589568,3.33053292,3.950588854,0,2.295770814,2.119679555,1.517619563,0,0,1.818649559,4.58728766,2.517619563,0,2.517619563,1.517619563,2.119679555,3.073922064,0,0
0,1.93947969,3.487664301,2.8937222,0,0,2.717630941,3.605373236,3.453584511,4.630266245,2.741112036,0,1.763388431,2.365448422,4.332176643,2.541539682,2.541539682,2.576301788,0,1.93947969,3.519263287,3.569568405,2.93947969,3.80280255,3.635544704,1.763388431,1.462358435
1.457600365,2.536781611,3.71527894,2.059660357,0,0,2.976114305,2.302698405,3.557970911,4.362856414,2.235751616,1.457600365,1.457600365,1.758630361,2.15657037,3.314932862,1.457600365,2.235751616,0,4.547858418,3.66711538,2.819328201,1.457600365,2.837811607,2.059660357,0,0
0,2.201259605,2.900229609,2.41211297,0,0,3.843476735,1.900229609,2.789531312,3.567682562,0,0,0,1.900229609,1.775290873,2.789531312,0,0,1.298169618,1.298169618,3.247559625,2.076320868,1.775290873,3.014172962,4.987389655,1.599199614,0
1.880857429,0,3.599635827,2.922250114,0,0,2.482917421,3.136129934,2.960038675,4.014396338,2.54986421,0,0,0,0,3.15961103,0,0,1.403736175,3.167164168,3.348218847,3.475618182,2.44512886,2.725955469,4.780130617,1.403736175,0
3.289468227,3.078614861,4.737420942,3.549661968,1.999433615,0,3.490795309,4.192558214,3.203553598,4.120007546,2.300463611,0,3.25470612,1.69840362,3.278187216,3.461831613,2.397373624,3.060131456,0,3.0408263,1.69840362,2.601493607,1.69840362,2.739796305,1.69840362,0,2.844531655
0,2.077398051,3.628848049,2.657181647,0,0,3.875357694,3.327818053,3.668462658,4.468333158,2.524556082,0,2.700647341,1.855549301,3.085998222,4.57405099,2.679458042,3.307846972,0,2.657181647,3.902174513,2.608876968,0,3.09443139,2.740155882,0,2.156579297
4.223819695,3.756385707,4.630594577,3.422187349,1.622846799,0,3.848156081,3.552265725,3.294944657,3.988334784,2.40099805,0,3.723217344,0,0,0,0,0,0,3.202630396,0,1.622846799,0,0,0,0,1.622846799
0,2.528040407,3.298073767,2.476887884,3.078947875,0,3.245895755,3.448859161,3.3998727,4.08834565,1.573797897,0,2.050919152,1.573797897,0,3.092311837,1.874827893,0,0,1.874827893,3.065159591,4.317307662,2.528040407,2.528040407,1.874827893,0,1.573797897
2.913863985,2.61283399,3.595966064,3.625068446,4.286688349,0,3.427335262,3.436742731,1.76773595,2.404558047,2.822093612,0,0,3.602368556,3.263742548,3.531163943,4.725981201,2.068765945,0,0,1.591644691,1.989584699,0,2.494734678,0,1.290614695,0
3.343553167,0,3.784245156,3.071486867,3.17118978,0,3.86115854,3.304401043,3.124193218,3.575760368,2.057246428,0,2.425223213,0,2.425223213,1.580125173,0,0,4.660390801,0,2.279095178,2.621517858,0,2.534367683,2.425223213,0,1.580125173
0,2.199583092,2.977734342,2.868589873,0,0,3.169619868,0,3.290663561,4.09537384,2.801643083,0,0,0,2.023491833,0,0,0,2.199583092,2.92658182,3.901438784,2.977734342,2.722461837,2.92658182,4.659477945,0,0
0,1.855788634,2.810031144,2.810031144,0,0,2.332909889,3.523241587,3.207971152,4.054445721,3.059908617,0,0,2.758878621,2.253728643,3.927670642,1.855788634,0,1.554758639,2.332909889,3.463243658,4.34292701,4.376926718,3.031879893,3.468572491,2.93496988,1.554758639
2.27142304,3.322575562,3.985333394,3.11652108,0,0,3.495437851,3.718581071,3.425237904,4.27142304,2.710755734,0,0,0,2.368333053,2.146484303,0,0,0,3.538594768,3.031090885,2.991582343,3.100726813,3.376933225,4.293645144,0,0
3.359845995,4.211635916,4.601262532,3.325477094,1.697088164,0,3.40465834,2.77626941,3.387284244,4.177813543,2.095028172,0,2.174209418,0,2.174209418,3.228567081,0,2.626507089,0,3.008842025,4.05215637,2.241156208,2.174209418,2.77626941,2.299148155,0,0
1.813953869,2.358021913,3.945893164,3.237199743,0,0,3.517245247,3.114983864,3.291075124,4.068018322,2.768196378,0,0,0,2.358021913,2.855346554,1.990045128,0,0,0,2.659051909,4.540273481,0,2.855346554,0,0,0
3.687185464,3.137513542,4.329540051,3.734610114,3.715909616,1.920029598,3.488231322,3.397150853,2.016939611,2.823119585,0,0,1.317969607,0,2.317969607,3.929692915,2.221059594,2.397150853,1.795090862,1.317969607,1.920029598,4.5983203,3.448303375,3.330806832,2.732942955,2.163067647,0
0,0,3.433983238,3.677021287,0,0,3.069284163,3.616605365,3.575860397,4.297035594,3.423999018,0,0,0,0,2.091560558,0,3.045803067,2.392590553,2.744773071,2.635628602,2.091560558,2.489500566,2.392590553,4.231439644,0,0
0,1.938164415,3.532925168,3.15123924,1.46104316,0,2.574986513,3.648563881,3.18531903,4.183677083,2.46104316,0,1.938164415,2.892406924,2.858983169,3.246372995,4.752855848,2.858983169,1.46104316,2.063103152,2.841254402,2.364133147,0,2.952404854,1.762073156,0,2.540224406
3.470021411,2.665541222,4.209609267,3.23957249,0,0,2.364511227,4.227834087,3.193814999,3.85587292,2.841632481,0,2.607549275,0,1.762451235,2.938542494,0,0,0,2.364511227,2.063481231,3.353515842,3.99033794,2.23957249,2.762451235,0,0
2.081673416,1.303522166,3.960578018,3.799066503,2.00249217,0,3.178583429,3.433855934,2.148620206,3.154780514,0,0,0,1.303522166,3.123066101,4.815672703,2.993718246,2.00249217,0,0,2.905582157,2.479613425,0,2.701462174,1.604552161,0,0
0,1.728862661,3.554937463,2.890230663,0,0,3.675805931,4.011031439,2.808043907,4.111779796,2.842806013,0,2.68310517,1.728862661,2.573960701,3.336317684,2.272930705,1.728862661,1.427832665,4.536397689,2.272930705,2.919194359,2.029892656,2.541776017,2.382075174,0,1.90495392
2.109611401,2.489822642,3.724508617,3.166516252,4.362949406,1.711671392,3.643637507,3.794456762,2.313731383,3.471339237,2.109611401,0,2.012701388,0,1.410641396,3.166516252,2.188792647,0,1.887762651,2.410641396,2.556769432,4.492708331,3.397413131,2.966943897,2.753064077,1.410641396,0
2.554880346,2.855910342,4.210232246,4.028772631,0,0,2.679819083,3.912391698,2.776729096,4.008877802,2.962365673,0,0,1.901667832,2.554880346,3.630021614,1.901667832,0,0,1.901667832,3.213421693,3.371489848,2.998577845,2.746765872,4.216587888,1.600637836,0
0,1.891299703,3.912489002,3.908333042,1.891299703,0,3.005243055,3.912489002,3.170053304,4.347665736,2.932692388,0,3.037427739,0,1.891299703,2.669450953,0,0,0,2.192329699,2.932692388,2.932692388,3.70421306,2.932692388,3.96318171,0,0
0,0,3.195338183,3.394910538,0,0,3.660224982,2.961254977,3.672459438,4.243261736,3.230100289,0,4.141462802,0,0,0,0,0,2.894308188,2.718216928,2.417186933,2.417186933,0,0,3.563314969,0,2.116156937
1.457572963,2.688021884,3.965428834,3.376651055,2.059632954,0,3.270486319,2.799995644,3.110785476,3.846739047,0,0,0,1.457572963,2.156542967,2.934694217,2.156542967,0,0,4.59682218,2.688021884,2.457572963,2.411815472,2.661692945,2.36066295,0,0
1.501868716,1.501868716,3.183109953,2.882079958,0,0,2.824088011,3.680845663,2.280019966,3.451258722,3.257743572,0,1.501868716,4.425112734,3.340717807,2.916842064,2.780622317,4.455145053,1.501868716,2.280019966,1.978989971,2.404958703,0,3.280019966,1.501868716,0,2.280019966
0,1.821338102,2.474550616,2.298459357,0,0,0,3.678670599,2.750757028,3.260670796,2.365406147,0,1.821338102,0,3.298459357,0,1.520308107,0,1.520308107,0,1.821338102,1.520308107,1.520308107,2.122368098,2.634251459,4.721158605,0
2.775730077,1.798006472,3.839399157,2.894916485,2.400066463,0,3.692876129,4.314541846,2.752248981,3.655338968,3.389071079,0,3.856811959,1.798006472,0,2.342074516,1.496976476,0,3.109760333,0,1.496976476,2.727425398,4.366208196,2.839399157,3.041044521,0,1.798006472
0,2.705126125,3.120099473,3.24294522,0,0,3.24294522,4.189425965,2.40409613,3.649608797,3.236605042,0,2.682849731,2.006156121,2.006156121,2.445488815,0,3.189425965,2.24919417,2.705126125,1.881217384,2.881217384,4.551463237,3.111666306,3.196487819,2.103066134,1.881217384
0,1.854578267,3.072062211,3.488046722,0,0,2.968521619,2.252518276,3.030669526,4.036421855,0,0,0,1.553548271,0,0,0,0,0,4.809543998,3.586972027,2.984912035,1.854578267,2.553548271,3.46203329,0,0
0,0,3.454239441,3.839590323,0,0,3.362469068,4.536853863,3.086262656,3.983278495,3.035110134,0,0,0,0,0,0,0,0,0,0,0,2.609141401,2.433050142,2.910171397,0,0
1.613212195,1.613212195,3.353574885,3.604438271,1.914242191,0,2.8684847,3.998818469,2.654604881,3.59998393,2.914242191,1.914242191,2.891965796,1.613212195,2.789303454,2.654604881,1.914242191,2.567454705,1.914242191,2.215272187,1.613212195,3.3121822,3.028185543,4.704175272,2.789303454,1.613212195,0
1.542696539,2.387794579,3.698032576,2.957669887,0,0,3.019817794,2.320847789,3.520420144,4.223937776,2.621877785,0,1.542696539,0,2.496939048,2.241666543,0,0,1.843726534,3.09899904,3.501737931,3.387794579,3.258699882,3.110898263,4.808692909,0,0
0,2.185970939,3.469272167,3.19457111,0,0,2.918364698,4.042095383,3.203004278,4.057543874,3.833353909,0,2.809220229,0,2.441243444,1.78803093,2.332098974,4.06792591,3.168242172,1.964122189,2.089060926,2.742273439,2.441243444,4.445086783,3.257852946,1.964122189,2.809220229
1.740896113,0,3.496770969,2.740896113,0,0,3.805354103,3.704683941,3.592154462,3.963612585,3.102623949,0,2.854839466,0,2.218017368,2.820077359,0,2.218017368,2.695138623,3.155869461,2.695138623,3.412993971,3.121107355,2.695138623,4.458566616,0,0
0,2.554707231,2.962192557,3.105614699,1.600464721,0,3.144532765,3.62165402,3.118978661,4.135758841,3.324740591,1.600464721,2.503554708,0,1.901494717,3.233933177,1.901494717,0,0,2.922684016,3.233933177,4.313955264,3.144532765,3.047622752,3.168666445,0,0
1.579432047,2.181492039,4.038824535,3.47152665,1.579432047,0,3.454493311,3.46024564,3.508850973,4.234570482,2.357583298,0,3.49851014,0,2.809880969,2.181492039,0,0,0,4.297933736,3.097945987,1.880462043,2.809880969,2.834704552,3.202681338,0,0
0,0,2.967419514,3.422264374,0,0,2.511487558,0,3.444540768,4.190135985,1.967419514,0,0,0,2.268449509,2.569479505,0,2.745570764,0,3.429817511,3.727087358,2.988608813,3.839575786,3.630177345,4.393930775,0,0
0,2.572546351,3.923347963,3.813808141,0,0,3.483323166,2.426418315,3.736048482,4.354814167,2.329508302,0,3.295650035,0,0,2.204569565,0,0,0,3.608261903,3.68169082,1.727448311,0,2.630538298,2.768840996,0,0
0,2.616871614,3.461969654,3.20514332,2.755174312,0,2.917901609,3.326565483,3.337030917,4.077393607,3.552630717,0,1.713781627,0,0,2.827724979,1.713781627,1.713781627,2.315841618,2.014811622,2.412751631,4.379362618,2.014811622,1.713781627,2.558879667,2.190902881,0
0,2.353808081,3.654838076,3.609080586,0,0,2.256898068,3.288306532,3.46101805,4.556840968,3.775412008,1.955868072,2.131959331,3.499936116,3.794717163,2.499936116,0,1.955868072,2.256898068,2.353808081,2.955868072,2.557928063,0,2.131959331,2.654838076,0,0
1.630201762,0,3.740791472,4.046842269,0,0,3.362595522,4.1257461,2.834321745,3.860650683,2.776329798,0,0,0,1.630201762,2.232261753,1.630201762,0,1.931231758,1.630201762,2.107323017,2.329171766,4.351187506,2.475299802,2.630201762,0,1.630201762
0,2.177670616,3.001579357,3.256851862,0,0,2.979302963,3.478700612,3.729933139,4.319642692,1.700549362,0,1.700549362,0,2.302609353,2.700549362,0,0,0,2.814492714,3.080760603,3.603639349,4.579645241,3.408119538,3.725855227,3.080760603,1.700549362
2.919692049,3.712566557,4.512672383,3.478483351,0,0,3.401776724,3.435017657,3.612630089,4.306098753,1.758324047,0,2.712566557,0,1.457294052,2.411536561,0,2.633385311,2.235445302,3.927116068,3.220722045,1.758324047,3.674777996,2.411536561,3.256634601,0,1.457294052
2.087976442,2.953277869,3.853893236,3.381707199,0,0,3.667760039,3.374283181,3.560245194,4.438224461,3.154923232,0,3.264067701,1.911885183,2.690036434,2.991066429,2.309825192,3.497345913,0,3.894156416,4.220449597,3.116005166,2.565097697,2.72479854,3.922609049,0,2.455953228
3.225631358,2.727320804,4.001478654,3.166653498,0,0,2.994492533,4.039074665,2.970358853,3.975294071,2.380533318,0,3.218682498,1.426290809,2.681563314,3.523200822,1.727320804,0,0,2.681563314,2.841264157,4.590941025,3.252365611,3.150566678,3.490748798,2.970358853,0
0,1.967589439,3.699983199,3.24634304,0,0,3.56964943,3.752919274,2.905441532,4.002351545,2.444710694,0,3.617572982,1.79149818,1.967589439,2.905441532,1.79149818,2.444710694,1.967589439,2.995618162,3.12393664,2.745740689,2.720917106,3.449509576,4.746222971,0,0
0,2.834032288,3.470854385,3.547242731,0,0,3.180819774,3.685969752,3.465250508,4.102506249,1.879789778,0,2.48184977,1.578759783,1.578759783,2.657941029,0,2.857513383,2.055881037,4.47029724,2.809208704,1.578759783,3.1102387,3.04115778,3.442082643,0,3.286329959
